conA,conB,col1,col2,x1_mg,x2_mg,x3_mg,x4_mg,dX_mg,p_gt0_mg,dS_mg,x1_us,x2_us,x3_us,x4_us,dX_us,p_gt0_us,dS_us
happy,sandstorm,DC,MP,0.2986,0.264,0.1816,0.1912,0.0442,0.532,0.064,0.3704,0.5084,0.069,0.049,-0.158,0.3721,0.2558
happy,sick,DC,MP,0.2986,0.264,0.2948,0.402,0.1418,0.5853,0.1706,0.3704,0.5084,0.24,0.1502,-0.2278,0.3429,0.3143
happy,tree,DC,MP,0.2986,0.264,0.3126,0.1514,-0.1266,0.4143,0.1713,0.3704,0.5084,0.3622,0.0974,-0.4028,0.2445,0.511
justice,lightning,DC,MP,0.2092,0.2238,0.2682,0.3518,0.069,0.5463,0.0927,0.3298,0.2626,0.07,0.0836,0.0808,0.5748,0.1495
justice,mango,DC,MP,0.2092,0.2238,0.233,0.1594,-0.0882,0.4306,0.1387,0.3298,0.2626,0.051,0.0536,0.0698,0.5665,0.133
justice,peace,DC,MP,0.2092,0.2238,0.3236,0.254,-0.0842,0.4422,0.1156,0.3298,0.2626,0.5204,0.4942,0.041,0.5258,0.0516
justice,peach,DC,MP,0.2092,0.2238,0.233,0.1904,-0.0572,0.4561,0.0879,0.3298,0.2626,0.08,0.0594,0.0466,0.5436,0.0873
justice,sad,DC,MP,0.2092,0.2238,0.2568,0.488,0.2166,0.6389,0.2779,0.3298,0.2626,0.3846,0.2126,-0.1048,0.427,0.146
justice,safety,DC,MP,0.2092,0.2238,0.3034,0.2388,-0.0792,0.4444,0.1112,0.3298,0.2626,0.3758,0.298,-0.0106,0.4929,0.0142
justice,sandstorm,DC,MP,0.2092,0.2238,0.1816,0.1912,-0.005,0.496,0.0081,0.3298,0.2626,0.069,0.049,0.0472,0.5447,0.0895
justice,sick,DC,MP,0.2092,0.2238,0.2948,0.402,0.0926,0.56,0.12,0.3298,0.2626,0.24,0.1502,-0.0226,0.4823,0.0354
justice,tree,DC,MP,0.2092,0.2238,0.3126,0.1514,-0.1758,0.371,0.258,0.3298,0.2626,0.3622,0.0974,-0.1976,0.3546,0.2908
lightning,mango,DC,MP,0.2682,0.3518,0.233,0.1594,-0.1572,0.3927,0.2147,0.07,0.0836,0.051,0.0536,-0.011,0.4741,0.0519
lightning,peace,DC,MP,0.2682,0.3518,0.3236,0.254,-0.1532,0.4058,0.1883,0.07,0.0836,0.5204,0.4942,-0.0398,0.4687,0.0626
lightning,peach,DC,MP,0.2682,0.3518,0.233,0.1904,-0.1262,0.4152,0.1697,0.07,0.0836,0.08,0.0594,-0.0342,0.428,0.144
lightning,sad,DC,MP,0.2682,0.3518,0.2568,0.488,0.1476,0.5872,0.1743,0.07,0.0836,0.3846,0.2126,-0.1856,0.3306,0.3388
lightning,safety,DC,MP,0.2682,0.3518,0.3034,0.2388,-0.1482,0.4073,0.1855,0.07,0.0836,0.3758,0.298,-0.0914,0.4205,0.1591
lightning,sandstorm,DC,MP,0.2682,0.3518,0.1816,0.1912,-0.074,0.4483,0.1035,0.07,0.0836,0.069,0.049,-0.0336,0.4246,0.1508
lightning,sick,DC,MP,0.2682,0.3518,0.2948,0.402,0.0236,0.514,0.0279,0.07,0.0836,0.24,0.1502,-0.1034,0.3795,0.241
lightning,tree,DC,MP,0.2682,0.3518,0.3126,0.1514,-0.2448,0.3423,0.3153,0.07,0.0836,0.3622,0.0974,-0.2784,0.2248,0.5504
mango,peace,DC,MP,0.233,0.1594,0.3236,0.254,0.004,0.5028,0.0057,0.051,0.0536,0.5204,0.4942,-0.0288,0.4769,0.0462
mango,peach,DC,MP,0.233,0.1594,0.233,0.1904,0.031,0.5247,0.0494,0.051,0.0536,0.08,0.0594,-0.0232,0.4424,0.1152
mango,sad,DC,MP,0.233,0.1594,0.2568,0.488,0.3048,0.6961,0.3922,0.051,0.0536,0.3846,0.2126,-0.1746,0.3357,0.3286
mango,safety,DC,MP,0.233,0.1594,0.3034,0.2388,0.009,0.5065,0.0131,0.051,0.0536,0.3758,0.298,-0.0804,0.4282,0.1436
mango,sandstorm,DC,MP,0.233,0.1594,0.1816,0.1912,0.0832,0.5692,0.1385,0.051,0.0536,0.069,0.049,-0.0226,0.4385,0.1229
mango,sick,DC,MP,0.233,0.1594,0.2948,0.402,0.1808,0.6188,0.2375,0.051,0.0536,0.24,0.1502,-0.0924,0.3871,0.2258
mango,tree,DC,MP,0.233,0.1594,0.3126,0.1514,-0.0876,0.4327,0.1346,0.051,0.0536,0.3622,0.0974,-0.2674,0.2254,0.5493
peace,peach,DC,MP,0.3236,0.254,0.233,0.1904,0.027,0.5187,0.0374,0.5204,0.4942,0.08,0.0594,0.0056,0.5044,0.0089
peace,sad,DC,MP,0.3236,0.254,0.2568,0.488,0.3008,0.6762,0.3523,0.5204,0.4942,0.3846,0.2126,-0.1458,0.4086,0.1828
peace,safety,DC,MP,0.3236,0.254,0.3034,0.2388,0.005,0.5032,0.0064,0.5204,0.4942,0.3758,0.298,-0.0516,0.4685,0.063
peace,sandstorm,DC,MP,0.3236,0.254,0.1816,0.1912,0.0792,0.5568,0.1135,0.5204,0.4942,0.069,0.049,0.0062,0.505,0.0099
peace,sick,DC,MP,0.3236,0.254,0.2948,0.402,0.1768,0.6053,0.2106,0.5204,0.4942,0.24,0.1502,-0.0636,0.4561,0.0879
peace,tree,DC,MP,0.3236,0.254,0.3126,0.1514,-0.0916,0.4383,0.1235,0.5204,0.4942,0.3622,0.0974,-0.2386,0.3442,0.3116
peach,sad,DC,MP,0.233,0.1904,0.2568,0.488,0.2738,0.6745,0.3489,0.08,0.0594,0.3846,0.2126,-0.1514,0.3592,0.2816
peach,safety,DC,MP,0.233,0.1904,0.3034,0.2388,-0.022,0.4844,0.0312,0.08,0.0594,0.3758,0.298,-0.0572,0.4497,0.1007
peach,sandstorm,DC,MP,0.233,0.1904,0.1816,0.1912,0.0522,0.5423,0.0846,0.08,0.0594,0.069,0.049,6e-4,0.5014,0.0028
peach,sick,DC,MP,0.233,0.1904,0.2948,0.402,0.1498,0.5971,0.1941,0.08,0.0594,0.24,0.1502,-0.0692,0.4176,0.1648
peach,tree,DC,MP,0.233,0.1904,0.3126,0.1514,-0.1186,0.4114,0.1771,0.08,0.0594,0.3622,0.0974,-0.2442,0.2512,0.4975
sad,safety,DC,MP,0.2568,0.488,0.3034,0.2388,-0.2958,0.3238,0.3524,0.3846,0.2126,0.3758,0.298,0.0942,0.5634,0.1268
sad,sandstorm,DC,MP,0.2568,0.488,0.1816,0.1912,-0.2216,0.3527,0.2946,0.3846,0.2126,0.069,0.049,0.152,0.643,0.286
sad,sick,DC,MP,0.2568,0.488,0.2948,0.402,-0.124,0.4285,0.1429,0.3846,0.2126,0.24,0.1502,0.0822,0.5647,0.1295
sad,tree,DC,MP,0.2568,0.488,0.3126,0.1514,-0.3924,0.263,0.4739,0.3846,0.2126,0.3622,0.0974,-0.0928,0.4299,0.1401
safety,sandstorm,DC,MP,0.3034,0.2388,0.1816,0.1912,0.0742,0.5545,0.109,0.3758,0.298,0.069,0.049,0.0578,0.5514,0.1028
safety,sick,DC,MP,0.3034,0.2388,0.2948,0.402,0.1718,0.6041,0.2081,0.3758,0.298,0.24,0.1502,-0.012,0.491,0.018
safety,tree,DC,MP,0.3034,0.2388,0.3126,0.1514,-0.0966,0.4335,0.133,0.3758,0.298,0.3622,0.0974,-0.187,0.3673,0.2653
sandstorm,sick,DC,MP,0.1816,0.1912,0.2948,0.402,0.0976,0.5656,0.1313,0.069,0.049,0.24,0.1502,-0.0698,0.4153,0.1695
sandstorm,tree,DC,MP,0.1816,0.1912,0.3126,0.1514,-0.1708,0.3683,0.2634,0.069,0.049,0.3622,0.0974,-0.2448,0.2472,0.5056
sick,tree,DC,MP,0.2948,0.402,0.3126,0.1514,-0.2684,0.3333,0.3334,0.24,0.1502,0.3622,0.0974,-0.175,0.3515,0.297
angry,banana,DC,MR,0.2428,0.3636,0.1208,0.1646,-0.077,0.442,0.116,0.1014,0.4692,0.0568,0.046,-0.3786,0.1584,0.6831
angry,death,DC,MR,0.2428,0.3636,0.1532,0.1808,-0.0932,0.4323,0.1353,0.1014,0.4692,0.1342,0.1312,-0.3708,0.1939,0.6121
angry,happy,DC,MR,0.2428,0.3636,0.2986,0.364,-0.0554,0.4667,0.0667,0.1014,0.4692,0.3704,0.4376,-0.3006,0.3064,0.3872
angry,justice,DC,MR,0.2428,0.3636,0.2092,0.3236,-0.0064,0.4959,0.0082,0.1014,0.4692,0.3298,0.2048,-0.4928,0.1748,0.6505
angry,lightning,DC,MR,0.2428,0.3636,0.2682,0.3922,0.0032,0.5019,0.0039,0.1014,0.4692,0.07,0.1142,-0.3236,0.2103,0.5793
angry,mango,DC,MR,0.2428,0.3636,0.233,0.2792,-0.0746,0.4518,0.0965,0.1014,0.4692,0.051,0.4012,-0.0176,0.4859,0.0282
angry,peace,DC,MR,0.2428,0.3636,0.3236,0.2714,-0.173,0.394,0.2121,0.1014,0.4692,0.5204,0.3496,-0.5386,0.1817,0.6367
angry,peach,DC,MR,0.2428,0.3636,0.233,0.3786,0.0248,0.5154,0.0307,0.1014,0.4692,0.08,0.5626,0.1148,0.5891,0.1783
angry,sad,DC,MR,0.2428,0.3636,0.2568,0.3108,-0.0668,0.4581,0.0839,0.1014,0.4692,0.3846,0.2122,-0.5402,0.1595,0.681
angry,safety,DC,MR,0.2428,0.3636,0.3034,0.2926,-0.1316,0.419,0.1619,0.1014,0.4692,0.3758,0.272,-0.4716,0.1998,0.6004
angry,sandstorm,DC,MR,0.2428,0.3636,0.1816,0.2294,-0.073,0.4497,0.1006,0.1014,0.4692,0.069,0.2128,-0.224,0.3061,0.3878
angry,sick,DC,MR,0.2428,0.3636,0.2948,0.3438,-0.0718,0.4564,0.0872,0.1014,0.4692,0.24,0.2618,-0.346,0.2521,0.4958
angry,tree,DC,MR,0.2428,0.3636,0.3126,0.1986,-0.2348,0.351,0.2979,0.1014,0.4692,0.3622,0.144,-0.586,0.1273,0.7455
banana,death,DC,MR,0.1208,0.1646,0.1532,0.1808,-0.0162,0.484,0.032,0.0568,0.046,0.1342,0.1312,0.0078,0.5127,0.0255
banana,happy,DC,MR,0.1208,0.1646,0.2986,0.364,0.0216,0.5157,0.0313,0.0568,0.046,0.3704,0.4376,0.078,0.5649,0.1297
banana,justice,DC,MR,0.1208,0.1646,0.2092,0.3236,0.0706,0.5561,0.1123,0.0568,0.046,0.3298,0.2048,-0.1142,0.385,0.2299
banana,lightning,DC,MR,0.1208,0.1646,0.2682,0.3922,0.0802,0.5584,0.1169,0.0568,0.046,0.07,0.1142,0.055,0.613,0.226
banana,mango,DC,MR,0.1208,0.1646,0.233,0.2792,0.0024,0.5019,0.0039,0.0568,0.046,0.051,0.4012,0.361,0.8478,0.6957
banana,peace,DC,MR,0.1208,0.1646,0.3236,0.2714,-0.096,0.4278,0.1445,0.0568,0.046,0.5204,0.3496,-0.16,0.3683,0.2634
banana,peach,DC,MR,0.1208,0.1646,0.233,0.3786,0.1018,0.5765,0.1529,0.0568,0.046,0.08,0.5626,0.4934,0.9105,0.8211
banana,sad,DC,MR,0.1208,0.1646,0.2568,0.3108,0.0102,0.5079,0.0158,0.0568,0.046,0.3846,0.2122,-0.1616,0.3471,0.3057
banana,safety,DC,MR,0.1208,0.1646,0.3034,0.2926,-0.0546,0.4588,0.0823,0.0568,0.046,0.3758,0.272,-0.093,0.4152,0.1696
banana,sandstorm,DC,MR,0.1208,0.1646,0.1816,0.2294,0.004,0.5036,0.0072,0.0568,0.046,0.069,0.2128,0.1546,0.7199,0.4398
banana,sick,DC,MR,0.1208,0.1646,0.2948,0.3438,0.0052,0.5038,0.0076,0.0568,0.046,0.24,0.2618,0.0326,0.5343,0.0686
banana,tree,DC,MR,0.1208,0.1646,0.3126,0.1986,-0.1578,0.374,0.252,0.0568,0.046,0.3622,0.144,-0.2074,0.2895,0.421
death,happy,DC,MR,0.1532,0.1808,0.2986,0.364,0.0378,0.5265,0.053,0.1342,0.1312,0.3704,0.4376,0.0702,0.5538,0.1076
death,justice,DC,MR,0.1532,0.1808,0.2092,0.3236,0.0868,0.5663,0.1326,0.1342,0.1312,0.3298,0.2048,-0.122,0.3909,0.2182
death,lightning,DC,MR,0.1532,0.1808,0.2682,0.3922,0.0964,0.5679,0.1357,0.1342,0.1312,0.07,0.1142,0.0472,0.5671,0.1342
death,mango,DC,MR,0.1532,0.1808,0.233,0.2792,0.0186,0.5144,0.0289,0.1342,0.1312,0.051,0.4012,0.3532,0.8078,0.6157
death,peace,DC,MR,0.1532,0.1808,0.3236,0.2714,-0.0798,0.4419,0.1162,0.1342,0.1312,0.5204,0.3496,-0.1678,0.3728,0.2544
death,peach,DC,MR,0.1532,0.1808,0.233,0.3786,0.118,0.5854,0.1709,0.1342,0.1312,0.08,0.5626,0.4856,0.8764,0.7528
death,sad,DC,MR,0.1532,0.1808,0.2568,0.3108,0.0264,0.5196,0.0393,0.1342,0.1312,0.3846,0.2122,-0.1694,0.3559,0.2881
death,safety,DC,MR,0.1532,0.1808,0.3034,0.2926,-0.0384,0.472,0.0559,0.1342,0.1312,0.3758,0.272,-0.1008,0.4167,0.1665
death,sandstorm,DC,MR,0.1532,0.1808,0.1816,0.2294,0.0202,0.5172,0.0345,0.1342,0.1312,0.069,0.2128,0.1468,0.6697,0.3394
death,sick,DC,MR,0.1532,0.1808,0.2948,0.3438,0.0214,0.5152,0.0304,0.1342,0.1312,0.24,0.2618,0.0248,0.523,0.046
death,tree,DC,MR,0.1532,0.1808,0.3126,0.1986,-0.1416,0.3909,0.2181,0.1342,0.1312,0.3622,0.144,-0.2152,0.3065,0.387
happy,justice,DC,MR,0.2986,0.364,0.2092,0.3236,0.049,0.5305,0.061,0.3704,0.4376,0.3298,0.2048,-0.1922,0.3748,0.2505
happy,lightning,DC,MR,0.2986,0.364,0.2682,0.3922,0.0586,0.5345,0.0691,0.3704,0.4376,0.07,0.1142,-0.023,0.4815,0.037
happy,mango,DC,MR,0.2986,0.364,0.233,0.2792,-0.0192,0.4879,0.0241,0.3704,0.4376,0.051,0.4012,0.283,0.688,0.376
happy,peace,DC,MR,0.2986,0.364,0.3236,0.2714,-0.1176,0.4294,0.1411,0.3704,0.4376,0.5204,0.3496,-0.238,0.3593,0.2815
happy,peach,DC,MR,0.2986,0.364,0.233,0.3786,0.0802,0.5482,0.0964,0.3704,0.4376,0.08,0.5626,0.4154,0.7604,0.5209
happy,sad,DC,MR,0.2986,0.364,0.2568,0.3108,-0.0114,0.493,0.0139,0.3704,0.4376,0.3846,0.2122,-0.2396,0.3485,0.3029
happy,safety,DC,MR,0.2986,0.364,0.3034,0.2926,-0.0762,0.4542,0.0916,0.3704,0.4376,0.3758,0.272,-0.171,0.3932,0.2136
happy,sandstorm,DC,MR,0.2986,0.364,0.1816,0.2294,-0.0176,0.4883,0.0235,0.3704,0.4376,0.069,0.2128,0.0766,0.5575,0.1151
happy,sick,DC,MR,0.2986,0.364,0.2948,0.3438,-0.0164,0.4903,0.0194,0.3704,0.4376,0.24,0.2618,-0.0454,0.4696,0.0609
happy,tree,DC,MR,0.2986,0.364,0.3126,0.1986,-0.1794,0.3884,0.2231,0.3704,0.4376,0.3622,0.144,-0.2854,0.3146,0.3707
justice,lightning,DC,MR,0.2092,0.3236,0.2682,0.3922,0.0096,0.506,0.012,0.3298,0.2048,0.07,0.1142,0.1692,0.6587,0.3175
justice,mango,DC,MR,0.2092,0.3236,0.233,0.2792,-0.0682,0.4541,0.0917,0.3298,0.2048,0.051,0.4012,0.4752,0.8253,0.6506
justice,peace,DC,MR,0.2092,0.3236,0.3236,0.2714,-0.1666,0.3941,0.2117,0.3298,0.2048,0.5204,0.3496,-0.0458,0.4696,0.0608
justice,peach,DC,MR,0.2092,0.3236,0.233,0.3786,0.0312,0.52,0.0401,0.3298,0.2048,0.08,0.5626,0.6076,0.8792,0.7584
justice,sad,DC,MR,0.2092,0.3236,0.2568,0.3108,-0.0604,0.4606,0.0787,0.3298,0.2048,0.3846,0.2122,-0.0474,0.4657,0.0686
justice,safety,DC,MR,0.2092,0.3236,0.3034,0.2926,-0.1252,0.4202,0.1597,0.3298,0.2048,0.3758,0.272,0.0212,0.5149,0.0298
justice,sandstorm,DC,MR,0.2092,0.3236,0.1816,0.2294,-0.0666,0.452,0.096,0.3298,0.2048,0.069,0.2128,0.2688,0.7237,0.4474
justice,sick,DC,MR,0.2092,0.3236,0.2948,0.3438,-0.0654,0.4589,0.0822,0.3298,0.2048,0.24,0.2618,0.1468,0.6096,0.2193
justice,tree,DC,MR,0.2092,0.3236,0.3126,0.1986,-0.2284,0.3493,0.3013,0.3298,0.2048,0.3622,0.144,-0.0932,0.4294,0.1413
lightning,mango,DC,MR,0.2682,0.3922,0.233,0.2792,-0.0778,0.4509,0.0982,0.07,0.1142,0.051,0.4012,0.306,0.7917,0.5833
lightning,peace,DC,MR,0.2682,0.3922,0.3236,0.2714,-0.1762,0.3944,0.2112,0.07,0.1142,0.5204,0.3496,-0.215,0.3319,0.3362
lightning,peach,DC,MR,0.2682,0.3922,0.233,0.3786,0.0216,0.5131,0.0262,0.07,0.1142,0.08,0.5626,0.4384,0.8687,0.7373
lightning,sad,DC,MR,0.2682,0.3922,0.2568,0.3108,-0.07,0.4571,0.0859,0.07,0.1142,0.3846,0.2122,-0.2166,0.3084,0.3831
lightning,safety,DC,MR,0.2682,0.3922,0.3034,0.2926,-0.1348,0.4189,0.1622,0.07,0.1142,0.3758,0.272,-0.148,0.3725,0.255
lightning,sandstorm,DC,MR,0.2682,0.3922,0.1816,0.2294,-0.0762,0.4489,0.1021,0.07,0.1142,0.069,0.2128,0.0996,0.6309,0.2617
lightning,sick,DC,MR,0.2682,0.3922,0.2948,0.3438,-0.075,0.4555,0.0891,0.07,0.1142,0.24,0.2618,-0.0224,0.4778,0.0444
lightning,tree,DC,MR,0.2682,0.3922,0.3126,0.1986,-0.238,0.3526,0.2948,0.07,0.1142,0.3622,0.144,-0.2624,0.2547,0.4907
mango,peace,DC,MR,0.233,0.2792,0.3236,0.2714,-0.0984,0.4364,0.1271,0.051,0.4012,0.5204,0.3496,-0.521,0.1827,0.6345
mango,peach,DC,MR,0.233,0.2792,0.233,0.3786,0.0994,0.5642,0.1283,0.051,0.4012,0.08,0.5626,0.1324,0.6065,0.213
mango,sad,DC,MR,0.233,0.2792,0.2568,0.3108,0.0078,0.5051,0.0103,0.051,0.4012,0.3846,0.2122,-0.5226,0.1592,0.6817
mango,safety,DC,MR,0.233,0.2792,0.3034,0.2926,-0.057,0.4631,0.0737,0.051,0.4012,0.3758,0.272,-0.454,0.2011,0.5977
mango,sandstorm,DC,MR,0.233,0.2792,0.1816,0.2294,0.0016,0.5012,0.0023,0.051,0.4012,0.069,0.2128,-0.2064,0.3112,0.3776
mango,sick,DC,MR,0.233,0.2792,0.2948,0.3438,0.0028,0.5018,0.0036,0.051,0.4012,0.24,0.2618,-0.3284,0.2552,0.4897
mango,tree,DC,MR,0.233,0.2792,0.3126,0.1986,-0.1602,0.392,0.2161,0.051,0.4012,0.3622,0.144,-0.5684,0.1254,0.7492
peace,peach,DC,MR,0.3236,0.2714,0.233,0.3786,0.1978,0.6208,0.2417,0.5204,0.3496,0.08,0.5626,0.6534,0.8678,0.7356
peace,sad,DC,MR,0.3236,0.2714,0.2568,0.3108,0.1062,0.5665,0.1331,0.5204,0.3496,0.3846,0.2122,-0.0016,0.499,0.0021
peace,safety,DC,MR,0.3236,0.2714,0.3034,0.2926,0.0414,0.5257,0.0513,0.5204,0.3496,0.3758,0.272,0.067,0.5424,0.0847
peace,sandstorm,DC,MR,0.3236,0.2714,0.1816,0.2294,0.1,0.5688,0.1376,0.5204,0.3496,0.069,0.2128,0.3146,0.7245,0.449
peace,sick,DC,MR,0.3236,0.2714,0.2948,0.3438,0.1012,0.5614,0.1227,0.5204,0.3496,0.24,0.2618,0.1926,0.6273,0.2547
peace,tree,DC,MR,0.3236,0.2714,0.3126,0.1986,-0.0618,0.4599,0.0803,0.5204,0.3496,0.3622,0.144,-0.0474,0.468,0.0641
peach,sad,DC,MR,0.233,0.3786,0.2568,0.3108,-0.0916,0.4426,0.1148,0.08,0.5626,0.3846,0.2122,-0.655,0.1101,0.7797
peach,safety,DC,MR,0.233,0.3786,0.3034,0.2926,-0.1564,0.404,0.1919,0.08,0.5626,0.3758,0.272,-0.5864,0.1442,0.7116
peach,sandstorm,DC,MR,0.233,0.3786,0.1816,0.2294,-0.0978,0.4328,0.1345,0.08,0.5626,0.069,0.2128,-0.3388,0.2166,0.5667
peach,sick,DC,MR,0.233,0.3786,0.2948,0.3438,-0.0966,0.4415,0.1171,0.08,0.5626,0.24,0.2618,-0.4608,0.1831,0.6337
peach,tree,DC,MR,0.233,0.3786,0.3126,0.1986,-0.2596,0.3361,0.3277,0.08,0.5626,0.3622,0.144,-0.7008,0.0831,0.8338
sad,safety,DC,MR,0.2568,0.3108,0.3034,0.2926,-0.0648,0.4593,0.0813,0.3846,0.2122,0.3758,0.272,0.0686,0.5469,0.0937
sad,sandstorm,DC,MR,0.2568,0.3108,0.1816,0.2294,-0.0062,0.4956,0.0087,0.3846,0.2122,0.069,0.2128,0.3162,0.7493,0.4986
sad,sick,DC,MR,0.2568,0.3108,0.2948,0.3438,-0.005,0.4969,0.0062,0.3846,0.2122,0.24,0.2618,0.1942,0.6398,0.2796
sad,tree,DC,MR,0.2568,0.3108,0.3126,0.1986,-0.168,0.3904,0.2191,0.3846,0.2122,0.3622,0.144,-0.0458,0.4661,0.0677
safety,sandstorm,DC,MR,0.3034,0.2926,0.1816,0.2294,0.0586,0.5404,0.0808,0.3758,0.272,0.069,0.2128,0.2476,0.6931,0.3862
safety,sick,DC,MR,0.3034,0.2926,0.2948,0.3438,0.0598,0.5363,0.0726,0.3758,0.272,0.24,0.2618,0.1256,0.5887,0.1774
safety,tree,DC,MR,0.3034,0.2926,0.3126,0.1986,-0.1032,0.4333,0.1335,0.3758,0.272,0.3622,0.144,-0.1144,0.4186,0.1628
sandstorm,sick,DC,MR,0.1816,0.2294,0.2948,0.3438,0.0012,0.5008,0.0016,0.069,0.2128,0.24,0.2618,-0.122,0.3914,0.2172
sandstorm,tree,DC,MR,0.1816,0.2294,0.3126,0.1986,-0.1618,0.3831,0.2338,0.069,0.2128,0.3622,0.144,-0.362,0.2043,0.5914
sick,tree,DC,MR,0.2948,0.3438,0.3126,0.1986,-0.163,0.3974,0.2052,0.24,0.2618,0.3622,0.144,-0.24,0.3205,0.3589
angry,banana,DC,MY,0.2428,0.208,0.1208,0.4714,0.3854,0.7527,0.5053,0.1014,0.1148,0.0568,0.446,0.3758,0.8284,0.6568
angry,death,DC,MY,0.2428,0.208,0.1532,0.1964,0.078,0.5628,0.1256,0.1014,0.1148,0.1342,0.1268,-0.0208,0.4715,0.057
angry,happy,DC,MY,0.2428,0.208,0.2986,0.3434,0.0796,0.5521,0.1042,0.1014,0.1148,0.3704,0.4698,0.086,0.5673,0.1347
angry,justice,DC,MY,0.2428,0.208,0.2092,0.2708,0.0964,0.5696,0.1393,0.1014,0.1148,0.3298,0.2954,-0.0478,0.4586,0.0829
angry,lightning,DC,MY,0.2428,0.208,0.2682,0.311,0.0776,0.5526,0.1051,0.1014,0.1148,0.07,0.305,0.2216,0.7313,0.4626
angry,mango,DC,MY,0.2428,0.208,0.233,0.382,0.1838,0.6216,0.2431,0.1014,0.1148,0.051,0.5876,0.5232,0.9104,0.8207
angry,peace,DC,MY,0.2428,0.208,0.3236,0.3072,0.0184,0.5121,0.0243,0.1014,0.1148,0.5204,0.4304,-0.1034,0.4209,0.1581
angry,peach,DC,MY,0.2428,0.208,0.233,0.338,0.1398,0.5949,0.1898,0.1014,0.1148,0.08,0.6116,0.5182,0.9072,0.8144
angry,sad,DC,MY,0.2428,0.208,0.2568,0.2558,0.0338,0.5239,0.0479,0.1014,0.1148,0.3846,0.2374,-0.1606,0.3613,0.2775
angry,safety,DC,MY,0.2428,0.208,0.3034,0.3096,0.041,0.5273,0.0546,0.1014,0.1148,0.3758,0.3212,-0.068,0.4437,0.1126
angry,sandstorm,DC,MY,0.2428,0.208,0.1816,0.5384,0.3916,0.748,0.496,0.1014,0.1148,0.069,0.725,0.6426,0.9687,0.9375
angry,sick,DC,MY,0.2428,0.208,0.2948,0.2784,0.0184,0.5125,0.0251,0.1014,0.1148,0.24,0.5162,0.2628,0.7134,0.4268
angry,tree,DC,MY,0.2428,0.208,0.3126,0.3272,0.0494,0.5324,0.0648,0.1014,0.1148,0.3622,0.2668,-0.1088,0.4062,0.1877
banana,death,DC,MY,0.1208,0.4714,0.1532,0.1964,-0.3074,0.2782,0.4437,0.0568,0.446,0.1342,0.1268,-0.3966,0.1686,0.6628
banana,happy,DC,MY,0.1208,0.4714,0.2986,0.3434,-0.3058,0.3141,0.3719,0.0568,0.446,0.3704,0.4698,-0.2898,0.3105,0.379
banana,justice,DC,MY,0.1208,0.4714,0.2092,0.2708,-0.289,0.3078,0.3844,0.0568,0.446,0.3298,0.2954,-0.4236,0.2186,0.5628
banana,lightning,DC,MY,0.1208,0.4714,0.2682,0.311,-0.3078,0.3074,0.3851,0.0568,0.446,0.07,0.305,-0.1542,0.3698,0.2603
banana,mango,DC,MY,0.1208,0.4714,0.233,0.382,-0.2016,0.3721,0.2557,0.0568,0.446,0.051,0.5876,0.1474,0.6187,0.2374
banana,peace,DC,MY,0.1208,0.4714,0.3236,0.3072,-0.367,0.2796,0.4407,0.0568,0.446,0.5204,0.4304,-0.4792,0.2106,0.5789
banana,peach,DC,MY,0.1208,0.4714,0.233,0.338,-0.2456,0.3429,0.3142,0.0568,0.446,0.08,0.6116,0.1424,0.6145,0.2289
banana,sad,DC,MY,0.1208,0.4714,0.2568,0.2558,-0.3516,0.2751,0.4498,0.0568,0.446,0.3846,0.2374,-0.5364,0.16,0.6801
banana,safety,DC,MY,0.1208,0.4714,0.3034,0.3096,-0.3444,0.2902,0.4195,0.0568,0.446,0.3758,0.3212,-0.4438,0.2153,0.5694
banana,sandstorm,DC,MY,0.1208,0.4714,0.1816,0.5384,0.0062,0.5041,0.0081,0.0568,0.446,0.069,0.725,0.2668,0.722,0.444
banana,sick,DC,MY,0.1208,0.4714,0.2948,0.2784,-0.367,0.2737,0.4525,0.0568,0.446,0.24,0.5162,-0.113,0.4188,0.1624
banana,tree,DC,MY,0.1208,0.4714,0.3126,0.3272,-0.336,0.2973,0.4055,0.0568,0.446,0.3622,0.2668,-0.4846,0.1866,0.6267
death,happy,DC,MY,0.1532,0.1964,0.2986,0.3434,0.0016,0.5011,0.0022,0.1342,0.1268,0.3704,0.4698,0.1068,0.5813,0.1626
death,justice,DC,MY,0.1532,0.1964,0.2092,0.2708,0.0184,0.5145,0.029,0.1342,0.1268,0.3298,0.2954,-0.027,0.4773,0.0454
death,lightning,DC,MY,0.1532,0.1964,0.2682,0.311,-4.00E-04,0.4997,6e-4,0.1342,0.1268,0.07,0.305,0.2424,0.7395,0.4789
death,mango,DC,MY,0.1532,0.1964,0.233,0.382,0.1058,0.5757,0.1515,0.1342,0.1268,0.051,0.5876,0.544,0.9095,0.819
death,peace,DC,MY,0.1532,0.1964,0.3236,0.3072,-0.0596,0.458,0.0839,0.1342,0.1268,0.5204,0.4304,-0.0826,0.4382,0.1236
death,peach,DC,MY,0.1532,0.1964,0.233,0.338,0.0618,0.5454,0.0908,0.1342,0.1268,0.08,0.6116,0.539,0.9065,0.813
death,sad,DC,MY,0.1532,0.1964,0.2568,0.2558,-0.0442,0.4662,0.0676,0.1342,0.1268,0.3846,0.2374,-0.1398,0.3824,0.2353
