conA,conB,col1,col2,x1_mg,x2_mg,x3_mg,x4_mg,dX_mg,p_gt0_mg,dS_mg,x1_us,x2_us,x3_us,x4_us,dX_us,p_gt0_us,dS_us
peace,sick,LB,SG,0.4376,0.4092,0.373,0.2636,-0.081,0.4545,0.0911,0.7542,0.4552,0.1804,0.336,0.4546,0.7896,0.5791
peace,tree,LB,SG,0.4376,0.4092,0.2656,0.7024,0.4652,0.7499,0.4998,0.7542,0.4552,0.1298,0.6686,0.8378,0.9368,0.8737
peach,sad,LB,SG,0.2988,0.5014,0.2766,0.165,-0.3142,0.308,0.3841,0.054,0.1218,0.3498,0.1174,-0.3002,0.2158,0.5684
peach,safety,LB,SG,0.2988,0.5014,0.3254,0.4418,-0.0862,0.452,0.096,0.054,0.1218,0.4148,0.507,0.0244,0.5192,0.0383
peach,sandstorm,LB,SG,0.2988,0.5014,0.1938,0.1528,-0.2436,0.3403,0.3195,0.054,0.1218,0.0938,0.043,-0.1186,0.2853,0.4293
peach,sick,LB,SG,0.2988,0.5014,0.373,0.2636,-0.312,0.3248,0.3505,0.054,0.1218,0.1804,0.336,0.0878,0.586,0.1721
peach,tree,LB,SG,0.2988,0.5014,0.2656,0.7024,0.2342,0.6371,0.2741,0.054,0.1218,0.1298,0.6686,0.471,0.8923,0.7846
sad,safety,LB,SG,0.2766,0.165,0.3254,0.4418,0.228,0.641,0.282,0.3498,0.1174,0.4148,0.507,0.3246,0.7083,0.4167
sad,sandstorm,LB,SG,0.2766,0.165,0.1938,0.1528,0.0706,0.5576,0.1152,0.3498,0.1174,0.0938,0.043,0.1816,0.6888,0.3777
sad,sick,LB,SG,0.2766,0.165,0.373,0.2636,0.0022,0.5015,0.0029,0.3498,0.1174,0.1804,0.336,0.388,0.7787,0.5574
sad,tree,LB,SG,0.2766,0.165,0.2656,0.7024,0.5484,0.8287,0.6575,0.3498,0.1174,0.1298,0.6686,0.7712,0.9435,0.887
safety,sandstorm,LB,SG,0.3254,0.4418,0.1938,0.1528,-0.1574,0.396,0.208,0.4148,0.507,0.0938,0.043,-0.143,0.387,0.2259
safety,sick,LB,SG,0.3254,0.4418,0.373,0.2636,-0.2258,0.3719,0.2561,0.4148,0.507,0.1804,0.336,0.0634,0.5416,0.0833
safety,tree,LB,SG,0.3254,0.4418,0.2656,0.7024,0.3204,0.6831,0.3662,0.4148,0.507,0.1298,0.6686,0.4466,0.7752,0.5503
sandstorm,sick,LB,SG,0.1938,0.1528,0.373,0.2636,-0.0684,0.4516,0.0967,0.0938,0.043,0.1804,0.336,0.2064,0.7009,0.4018
sandstorm,tree,LB,SG,0.1938,0.1528,0.2656,0.7024,0.4778,0.8119,0.6238,0.0938,0.043,0.1298,0.6686,0.5896,0.9459,0.8917
sick,tree,LB,SG,0.373,0.2636,0.2656,0.7024,0.5462,0.8023,0.6047,0.1804,0.336,0.1298,0.6686,0.3832,0.7764,0.5528
angry,banana,LB,SH,0.1918,0.247,0.128,0.6356,0.4524,0.7972,0.5945,0.0746,0.132,0.0416,0.3958,0.2968,0.7813,0.5627
angry,death,LB,SH,0.1918,0.247,0.185,0.1642,-0.076,0.4381,0.1239,0.0746,0.132,0.0902,0.0644,-0.0832,0.3599,0.2801
angry,happy,LB,SH,0.1918,0.247,0.4598,0.5226,0.0076,0.5046,0.0092,0.0746,0.132,0.5664,0.6492,0.0254,0.5204,0.0407
angry,justice,LB,SH,0.1918,0.247,0.39,0.3374,-0.1078,0.4316,0.1367,0.0746,0.132,0.355,0.1796,-0.2328,0.2891,0.4218
angry,lightning,LB,SH,0.1918,0.247,0.322,0.2946,-0.0826,0.4448,0.1103,0.0746,0.132,0.2592,0.2956,-0.021,0.4806,0.0387
angry,mango,LB,SH,0.1918,0.247,0.2242,0.5518,0.2724,0.676,0.3521,0.0746,0.132,0.0486,0.2394,0.1334,0.6624,0.3249
angry,peace,LB,SH,0.1918,0.247,0.4376,0.4102,-0.0826,0.4494,0.1012,0.0746,0.132,0.7542,0.3284,-0.4832,0.1352,0.7297
angry,peach,LB,SH,0.1918,0.247,0.2988,0.3626,0.0086,0.5056,0.0113,0.0746,0.132,0.054,0.1252,0.0138,0.5221,0.0442
angry,sad,LB,SH,0.1918,0.247,0.2766,0.1758,-0.156,0.3848,0.2304,0.0746,0.132,0.3498,0.106,-0.3012,0.2181,0.5637
angry,safety,LB,SH,0.1918,0.247,0.3254,0.4042,0.0236,0.5151,0.0301,0.0746,0.132,0.4148,0.39,-0.0822,0.4352,0.1295
angry,sandstorm,LB,SH,0.1918,0.247,0.1938,0.2592,0.0102,0.5076,0.0153,0.0746,0.132,0.0938,0.0922,-0.059,0.4057,0.1885
angry,sick,LB,SH,0.1918,0.247,0.373,0.2192,-0.209,0.3597,0.2807,0.0746,0.132,0.1804,0.4482,0.2104,0.6844,0.36870000000000003
angry,tree,LB,SH,0.1918,0.247,0.2656,0.4124,0.0916,0.56,0.1199,0.0746,0.132,0.1298,0.4212,0.234,0.7139,0.4279
banana,death,LB,SH,0.128,0.6356,0.185,0.1642,-0.5284,0.1479,0.7043,0.0416,0.3958,0.0902,0.0644,-0.38,0.1475,0.705
banana,happy,LB,SH,0.128,0.6356,0.4598,0.5226,-0.4448,0.2538,0.4924,0.0416,0.3958,0.5664,0.6492,-0.2714,0.3172,0.3657
banana,justice,LB,SH,0.128,0.6356,0.39,0.3374,-0.5602,0.1907,0.6186,0.0416,0.3958,0.355,0.1796,-0.5296,0.1463,0.7075
banana,lightning,LB,SH,0.128,0.6356,0.322,0.2946,-0.535,0.1903,0.6195,0.0416,0.3958,0.2592,0.2956,-0.3178,0.2684,0.4632
banana,mango,LB,SH,0.128,0.6356,0.2242,0.5518,-0.18,0.3842,0.2316,0.0416,0.3958,0.0486,0.2394,-0.1634,0.3497,0.3005
banana,peace,LB,SH,0.128,0.6356,0.4376,0.4102,-0.535,0.2098,0.5805,0.0416,0.3958,0.7542,0.3284,-0.78,0.0667,0.8667
banana,peach,LB,SH,0.128,0.6356,0.2988,0.3626,-0.4438,0.238,0.5241,0.0416,0.3958,0.054,0.1252,-0.283,0.2245,0.551
banana,sad,LB,SH,0.128,0.6356,0.2766,0.1758,-0.6084,0.1339,0.7321,0.0416,0.3958,0.3498,0.106,-0.598,0.105,0.79
banana,safety,LB,SH,0.128,0.6356,0.3254,0.4042,-0.4288,0.2512,0.4977,0.0416,0.3958,0.4148,0.39,-0.379,0.2553,0.4894
banana,sandstorm,LB,SH,0.128,0.6356,0.1938,0.2592,-0.4422,0.2105,0.5789,0.0416,0.3958,0.0938,0.0922,-0.3558,0.17,0.66
banana,sick,LB,SH,0.128,0.6356,0.373,0.2192,-0.6614,0.1338,0.7324,0.0416,0.3958,0.1804,0.4482,-0.0864,0.434,0.132
banana,tree,LB,SH,0.128,0.6356,0.2656,0.4124,-0.3608,0.2808,0.4384,0.0416,0.3958,0.1298,0.4212,-0.0628,0.45,0.1001
death,happy,LB,SH,0.185,0.1642,0.4598,0.5226,0.0836,0.5531,0.1062,0.0902,0.0644,0.5664,0.6492,0.1086,0.5889,0.1779
death,justice,LB,SH,0.185,0.1642,0.39,0.3374,-0.0318,0.4786,0.0428,0.0902,0.0644,0.355,0.1796,-0.1496,0.3546,0.2908
death,lightning,LB,SH,0.185,0.1642,0.322,0.2946,-0.0066,0.4953,0.0094,0.0902,0.0644,0.2592,0.2956,0.0622,0.5595,0.119
death,mango,LB,SH,0.185,0.1642,0.2242,0.5518,0.3484,0.7325,0.465,0.0902,0.0644,0.0486,0.2394,0.2166,0.7687,0.5374
death,peace,LB,SH,0.185,0.1642,0.4376,0.4102,-0.0066,0.4957,0.0085,0.0902,0.0644,0.7542,0.3284,-0.4,0.1714,0.6572
death,peach,LB,SH,0.185,0.1642,0.2988,0.3626,0.0846,0.5586,0.1172,0.0902,0.0644,0.054,0.1252,0.097,0.6718,0.3435
death,sad,LB,SH,0.185,0.1642,0.2766,0.1758,-0.08,0.4356,0.1288,0.0902,0.0644,0.3498,0.106,-0.218,0.2767,0.4465
death,safety,LB,SH,0.185,0.1642,0.3254,0.4042,0.0996,0.5668,0.1336,0.0902,0.0644,0.4148,0.39,0.001,0.5008,0.0016
death,sandstorm,LB,SH,0.185,0.1642,0.1938,0.2592,0.0862,0.5693,0.1386,0.0902,0.0644,0.0938,0.0922,0.0242,0.5445,0.089
death,sick,LB,SH,0.185,0.1642,0.373,0.2192,-0.133,0.4037,0.1926,0.0902,0.0644,0.1804,0.4482,0.2936,0.7568,0.5137
death,tree,LB,SH,0.185,0.1642,0.2656,0.4124,0.1676,0.6151,0.2302,0.0902,0.0644,0.1298,0.4212,0.3172,0.7881,0.5763
happy,justice,LB,SH,0.4598,0.5226,0.39,0.3374,-0.1154,0.438,0.124,0.5664,0.6492,0.355,0.1796,-0.2582,0.3323,0.3353
happy,lightning,LB,SH,0.4598,0.5226,0.322,0.2946,-0.0902,0.4497,0.1006,0.5664,0.6492,0.2592,0.2956,-0.0464,0.4694,0.0611
happy,mango,LB,SH,0.4598,0.5226,0.2242,0.5518,0.2648,0.6445,0.289,0.5664,0.6492,0.0486,0.2394,0.108,0.5807,0.1615
happy,peace,LB,SH,0.4598,0.5226,0.4376,0.4102,-0.0902,0.4527,0.0946,0.5664,0.6492,0.7542,0.3284,-0.5086,0.2021,0.5958
happy,peach,LB,SH,0.4598,0.5226,0.2988,0.3626,0.001,0.5006,0.0011,0.5664,0.6492,0.054,0.1252,-0.0116,0.4906,0.0188
happy,sad,LB,SH,0.4598,0.5226,0.2766,0.1758,-0.1636,0.4025,0.1951,0.5664,0.6492,0.3498,0.106,-0.3266,0.2846,0.4308
happy,safety,LB,SH,0.4598,0.5226,0.3254,0.4042,0.016,0.5086,0.0173,0.5664,0.6492,0.4148,0.39,-0.1076,0.4351,0.1298
happy,sandstorm,LB,SH,0.4598,0.5226,0.1938,0.2592,0.0026,0.5016,0.0031,0.5664,0.6492,0.0938,0.0922,-0.0844,0.4317,0.1366
happy,sick,LB,SH,0.4598,0.5226,0.373,0.2192,-0.2166,0.3789,0.2423,0.5664,0.6492,0.1804,0.4482,0.185,0.6192,0.2384
happy,tree,LB,SH,0.4598,0.5226,0.2656,0.4124,0.084,0.5462,0.0924,0.5664,0.6492,0.1298,0.4212,0.2086,0.6376,0.2752
justice,lightning,LB,SH,0.39,0.3374,0.322,0.2946,0.0252,0.5147,0.0294,0.355,0.1796,0.2592,0.2956,0.2118,0.652,0.3039
justice,mango,LB,SH,0.39,0.3374,0.2242,0.5518,0.3802,0.7105,0.421,0.355,0.1796,0.0486,0.2394,0.3662,0.7888,0.5775
justice,peace,LB,SH,0.39,0.3374,0.4376,0.4102,0.0252,0.5137,0.0275,0.355,0.1796,0.7542,0.3284,-0.2504,0.3236,0.3528
justice,peach,LB,SH,0.39,0.3374,0.2988,0.3626,0.1164,0.5665,0.1329,0.355,0.1796,0.054,0.1252,0.2466,0.7257,0.4514
justice,sad,LB,SH,0.39,0.3374,0.2766,0.1758,-0.0482,0.4695,0.0609,0.355,0.1796,0.3498,0.106,-0.0684,0.4463,0.1074
justice,safety,LB,SH,0.39,0.3374,0.3254,0.4042,0.1314,0.5734,0.1468,0.355,0.1796,0.4148,0.39,0.1506,0.5989,0.1979
justice,sandstorm,LB,SH,0.39,0.3374,0.1938,0.2592,0.118,0.5742,0.1484,0.355,0.1796,0.0938,0.0922,0.1738,0.6641,0.3282
justice,sick,LB,SH,0.39,0.3374,0.373,0.2192,-0.1012,0.4402,0.1197,0.355,0.1796,0.1804,0.4482,0.4432,0.7911,0.5821
justice,tree,LB,SH,0.39,0.3374,0.2656,0.4124,0.1994,0.613,0.226,0.355,0.1796,0.1298,0.4212,0.4668,0.8117,0.6234
lightning,mango,LB,SH,0.322,0.2946,0.2242,0.5518,0.355,0.7054,0.4108,0.2592,0.2956,0.0486,0.2394,0.1544,0.629,0.258
lightning,peace,LB,SH,0.322,0.2946,0.4376,0.4102,0,0.5,0,0.2592,0.2956,0.7542,0.3284,-0.4622,0.2036,0.5929
lightning,peach,LB,SH,0.322,0.2946,0.2988,0.3626,0.0912,0.5543,0.1086,0.2592,0.2956,0.054,0.1252,0.0348,0.5326,0.0653
lightning,sad,LB,SH,0.322,0.2946,0.2766,0.1758,-0.0734,0.4513,0.0973,0.2592,0.2956,0.3498,0.106,-0.2802,0.2943,0.4114
lightning,safety,LB,SH,0.322,0.2946,0.3254,0.4042,0.1062,0.5617,0.1235,0.2592,0.2956,0.4148,0.39,-0.0612,0.4601,0.0798
lightning,sandstorm,LB,SH,0.322,0.2946,0.1938,0.2592,0.0928,0.5614,0.1228,0.2592,0.2956,0.0938,0.0922,-0.038,0.4643,0.0714
lightning,sick,LB,SH,0.322,0.2946,0.373,0.2192,-0.1264,0.4222,0.1556,0.2592,0.2956,0.1804,0.4482,0.2314,0.6609,0.3219
lightning,tree,LB,SH,0.322,0.2946,0.2656,0.4124,0.1742,0.603,0.206,0.2592,0.2956,0.1298,0.4212,0.255,0.682,0.364
mango,peace,LB,SH,0.2242,0.5518,0.4376,0.4102,-0.355,0.3077,0.3846,0.0486,0.2394,0.7542,0.3284,-0.6166,0.097,0.8061
mango,peach,LB,SH,0.2242,0.5518,0.2988,0.3626,-0.2638,0.3467,0.3066,0.0486,0.2394,0.054,0.1252,-0.1196,0.349,0.302
mango,sad,LB,SH,0.2242,0.5518,0.2766,0.1758,-0.4284,0.2381,0.5238,0.0486,0.2394,0.3498,0.106,-0.4346,0.1547,0.6906
mango,safety,LB,SH,0.2242,0.5518,0.3254,0.4042,-0.2488,0.3581,0.2837,0.0486,0.2394,0.4148,0.39,-0.2156,0.3437,0.3125
mango,sandstorm,LB,SH,0.2242,0.5518,0.1938,0.2592,-0.2622,0.3315,0.3369,0.0486,0.2394,0.0938,0.0922,-0.1924,0.2655,0.469
mango,sick,LB,SH,0.2242,0.5518,0.373,0.2192,-0.4814,0.2277,0.5446,0.0486,0.2394,0.1804,0.4482,0.077,0.5644,0.1289
mango,tree,LB,SH,0.2242,0.5518,0.2656,0.4124,-0.1808,0.3933,0.2133,0.0486,0.2394,0.1298,0.4212,0.1006,0.588,0.176
peace,peach,LB,SH,0.4376,0.4102,0.2988,0.3626,0.0912,0.5506,0.1013,0.7542,0.3284,0.054,0.1252,0.497,0.8755,0.751
peace,sad,LB,SH,0.4376,0.4102,0.2766,0.1758,-0.0734,0.4553,0.0894,0.7542,0.3284,0.3498,0.106,0.182,0.636,0.2721
peace,safety,LB,SH,0.4376,0.4102,0.3254,0.4042,0.1062,0.5578,0.1155,0.7542,0.3284,0.4148,0.39,0.401,0.7429,0.4857
peace,sandstorm,LB,SH,0.4376,0.4102,0.1938,0.2592,0.0928,0.5564,0.1128,0.7542,0.3284,0.0938,0.0922,0.4242,0.8379,0.6757
peace,sick,LB,SH,0.4376,0.4102,0.373,0.2192,-0.1264,0.4277,0.1445,0.7542,0.3284,0.1804,0.4482,0.6936,0.8913,0.7826
peace,tree,LB,SH,0.4376,0.4102,0.2656,0.4124,0.1742,0.5962,0.1924,0.7542,0.3284,0.1298,0.4212,0.7172,0.9064,0.8129
peach,sad,LB,SH,0.2988,0.3626,0.2766,0.1758,-0.1646,0.3941,0.2118,0.054,0.1252,0.3498,0.106,-0.315,0.2028,0.5944
peach,safety,LB,SH,0.2988,0.3626,0.3254,0.4042,0.015,0.5086,0.0172,0.054,0.1252,0.4148,0.39,-0.096,0.4235,0.1529
peach,sandstorm,LB,SH,0.2988,0.3626,0.1938,0.2592,0.0016,0.501,0.0021,0.054,0.1252,0.0938,0.0922,-0.0728,0.378,0.2439
peach,sick,LB,SH,0.2988,0.3626,0.373,0.2192,-0.2176,0.37,0.26,0.054,0.1252,0.1804,0.4482,0.1966,0.6758,0.3516
peach,tree,LB,SH,0.2988,0.3626,0.2656,0.4124,0.083,0.5487,0.0974,0.054,0.1252,0.1298,0.4212,0.2202,0.706,0.4119
sad,safety,LB,SH,0.2766,0.1758,0.3254,0.4042,0.1796,0.6123,0.2245,0.3498,0.106,0.4148,0.39,0.219,0.6473,0.2946
sad,sandstorm,LB,SH,0.2766,0.1758,0.1938,0.2592,0.1662,0.6212,0.2424,0.3498,0.106,0.0938,0.0922,0.2422,0.7393,0.4786
sad,sick,LB,SH,0.2766,0.1758,0.373,0.2192,-0.053,0.464,0.072,0.3498,0.106,0.1804,0.4482,0.5116,0.8359,0.6718
sad,tree,LB,SH,0.2766,0.1758,0.2656,0.4124,0.2476,0.6572,0.3143,0.3498,0.106,0.1298,0.4212,0.5352,0.8563,0.7126
safety,sandstorm,LB,SH,0.3254,0.4042,0.1938,0.2592,-0.0134,0.4915,0.017,0.4148,0.39,0.0938,0.0922,0.0232,0.5186,0.0372
safety,sick,LB,SH,0.3254,0.4042,0.373,0.2192,-0.2326,0.3645,0.2709,0.4148,0.39,0.1804,0.4482,0.2926,0.6829,0.3658
safety,tree,LB,SH,0.3254,0.4042,0.2656,0.4124,0.068,0.539,0.0781,0.4148,0.39,0.1298,0.4212,0.3162,0.7015,0.4031
sandstorm,sick,LB,SH,0.1938,0.2592,0.373,0.2192,-0.2192,0.3544,0.2912,0.0938,0.0922,0.1804,0.4482,0.2694,0.7343,0.4687
sandstorm,tree,LB,SH,0.1938,0.2592,0.2656,0.4124,0.0814,0.5529,0.1058,0.0938,0.0922,0.1298,0.4212,0.293,0.7649,0.5298
sick,tree,LB,SH,0.373,0.2192,0.2656,0.4124,0.3006,0.6769,0.3538,0.1804,0.4482,0.1298,0.4212,0.0236,0.5173,0.0346
angry,banana,LB,SO,0.1918,0.3094,0.128,0.424,0.1784,0.6208,0.2416,0.0746,0.3736,0.0416,0.2718,-0.0688,0.4375,0.1251
angry,death,LB,SO,0.1918,0.3094,0.185,0.1526,-0.15,0.3841,0.2319,0.0746,0.3736,0.0902,0.1048,-0.2844,0.226,0.5481
angry,happy,LB,SO,0.1918,0.3094,0.4598,0.5424,-0.035,0.4794,0.0413,0.0746,0.3736,0.5664,0.662,-0.2034,0.3603,0.2793
angry,justice,LB,SO,0.1918,0.3094,0.39,0.2494,-0.2582,0.3382,0.3236,0.0746,0.3736,0.355,0.2546,-0.3994,0.2259,0.5482
angry,lightning,LB,SO,0.1918,0.3094,0.322,0.39,-0.0496,0.4692,0.0616,0.0746,0.3736,0.2592,0.3088,-0.2494,0.3157,0.3685
angry,mango,LB,SO,0.1918,0.3094,0.2242,0.5772,0.2354,0.649,0.2981,0.0746,0.3736,0.0486,0.7842,0.4366,0.8538,0.7076
angry,peace,LB,SO,0.1918,0.3094,0.4376,0.334,-0.2212,0.3674,0.2652,0.0746,0.3736,0.7542,0.3294,-0.7238,0.0825,0.835
angry,peach,LB,SO,0.1918,0.3094,0.2988,0.3388,-0.0776,0.4505,0.0991,0.0746,0.3736,0.054,0.6312,0.2782,0.7228,0.4455
angry,sad,LB,SO,0.1918,0.3094,0.2766,0.2062,-0.188,0.3705,0.2589,0.0746,0.3736,0.3498,0.0838,-0.565,0.1158,0.7684
angry,safety,LB,SO,0.1918,0.3094,0.3254,0.3436,-0.0994,0.4376,0.1249,0.0746,0.3736,0.4148,0.4068,-0.307,0.2983,0.4034
angry,sandstorm,LB,SO,0.1918,0.3094,0.1938,0.3536,0.0422,0.5286,0.0571,0.0746,0.3736,0.0938,0.4428,0.05,0.5404,0.0808
angry,sick,LB,SO,0.1918,0.3094,0.373,0.137,-0.3536,0.2685,0.463,0.0746,0.3736,0.1804,0.3056,-0.1738,0.3616,0.2768
angry,tree,LB,SO,0.1918,0.3094,0.2656,0.226,-0.1572,0.3919,0.2163,0.0746,0.3736,0.1298,0.2038,-0.225,0.3018,0.3964
banana,death,LB,SO,0.128,0.424,0.185,0.1526,-0.3284,0.2616,0.4768,0.0416,0.2718,0.0902,0.1048,-0.2156,0.2551,0.4897
banana,happy,LB,SO,0.128,0.424,0.4598,0.5424,-0.2134,0.377,0.2461,0.0416,0.2718,0.5664,0.662,-0.1346,0.401,0.1981
banana,justice,LB,SO,0.128,0.424,0.39,0.2494,-0.4366,0.2418,0.5165,0.0416,0.2718,0.355,0.2546,-0.3306,0.2526,0.4949
banana,lightning,LB,SO,0.128,0.424,0.322,0.39,-0.228,0.3622,0.2756,0.0416,0.2718,0.2592,0.3088,-0.1806,0.3546,0.2907
banana,mango,LB,SO,0.128,0.424,0.2242,0.5772,0.057,0.5366,0.0733,0.0416,0.2718,0.0486,0.7842,0.5054,0.9145,0.8291
banana,peace,LB,SO,0.128,0.424,0.4376,0.334,-0.3996,0.2716,0.4568,0.0416,0.2718,0.7542,0.3294,-0.655,0.0888,0.8224
banana,peach,LB,SO,0.128,0.424,0.2988,0.3388,-0.256,0.3417,0.3166,0.0416,0.2718,0.054,0.6312,0.347,0.7896,0.5792
banana,sad,LB,SO,0.128,0.424,0.2766,0.2062,-0.3664,0.2616,0.4767,0.0416,0.2718,0.3498,0.0838,-0.4962,0.1258,0.7483
banana,safety,LB,SO,0.128,0.424,0.3254,0.3436,-0.2778,0.3314,0.3372,0.0416,0.2718,0.4148,0.4068,-0.2382,0.332,0.336
banana,sandstorm,LB,SO,0.128,0.424,0.1938,0.3536,-0.1362,0.4093,0.1814,0.0416,0.2718,0.0938,0.4428,0.1188,0.6029,0.2058
banana,sick,LB,SO,0.128,0.424,0.373,0.137,-0.532,0.1786,0.6428,0.0416,0.2718,0.1804,0.3056,-0.105,0.4083,0.1834
banana,tree,LB,SO,0.128,0.424,0.2656,0.226,-0.3356,0.2807,0.4387,0.0416,0.2718,0.1298,0.2038,-0.1562,0.3444,0.3113
death,happy,LB,SO,0.185,0.1526,0.4598,0.5424,0.115,0.5734,0.1469,0.0902,0.1048,0.5664,0.662,0.081,0.5657,0.1314
death,justice,LB,SO,0.185,0.1526,0.39,0.2494,-0.1082,0.4231,0.1539,0.0902,0.1048,0.355,0.2546,-0.115,0.398,0.2039
death,lightning,LB,SO,0.185,0.1526,0.322,0.39,0.1004,0.5683,0.1365,0.0902,0.1048,0.2592,0.3088,0.035,0.5323,0.0646
death,mango,LB,SO,0.185,0.1526,0.2242,0.5772,0.3854,0.7568,0.5136,0.0902,0.1048,0.0486,0.7842,0.721,0.9924,0.9848
death,peace,LB,SO,0.185,0.1526,0.4376,0.334,-0.0712,0.4524,0.0952,0.0902,0.1048,0.7542,0.3294,-0.4394,0.1554,0.6892
death,peach,LB,SO,0.185,0.1526,0.2988,0.3388,0.0724,0.5512,0.1024,0.0902,0.1048,0.054,0.6312,0.5626,0.9352,0.8704
death,sad,LB,SO,0.185,0.1526,0.2766,0.2062,-0.038,0.4698,0.0603,0.0902,0.1048,0.3498,0.0838,-0.2806,0.2261,0.5478
death,safety,LB,SO,0.185,0.1526,0.3254,0.3436,0.0506,0.5352,0.0704,0.0902,0.1048,0.4148,0.4068,-0.0226,0.4821,0.0359
death,sandstorm,LB,SO,0.185,0.1526,0.1938,0.3536,0.1922,0.6429,0.2858,0.0902,0.1048,0.0938,0.4428,0.3344,0.799,0.5979
death,sick,LB,SO,0.185,0.1526,0.373,0.137,-0.2036,0.3438,0.3124,0.0902,0.1048,0.1804,0.3056,0.1106,0.6099,0.2199
death,tree,LB,SO,0.185,0.1526,0.2656,0.226,-0.0072,0.4943,0.0113,0.0902,0.1048,0.1298,0.2038,0.0594,0.5731,0.1461
happy,justice,LB,SO,0.4598,0.5424,0.39,0.2494,-0.2232,0.3773,0.2454,0.5664,0.662,0.355,0.2546,-0.196,0.375,0.2499
happy,lightning,LB,SO,0.4598,0.5424,0.322,0.39,-0.0146,0.4921,0.0159,0.5664,0.662,0.2592,0.3088,-0.046,0.4697,0.0605
happy,mango,LB,SO,0.4598,0.5424,0.2242,0.5772,0.2704,0.6482,0.2963,0.5664,0.662,0.0486,0.7842,0.64,0.8915,0.7829
happy,peace,LB,SO,0.4598,0.5424,0.4376,0.334,-0.1862,0.4012,0.1976,0.5664,0.662,0.7542,0.3294,-0.5204,0.1957,0.6087
happy,peach,LB,SO,0.4598,0.5424,0.2988,0.3388,-0.0426,0.4763,0.0473,0.5664,0.662,0.054,0.6312,0.4816,0.8033,0.6066
happy,sad,LB,SO,0.4598,0.5424,0.2766,0.2062,-0.153,0.4099,0.1802,0.5664,0.662,0.3498,0.0838,-0.3616,0.2613,0.4774
happy,safety,LB,SO,0.4598,0.5424,0.3254,0.3436,-0.0644,0.4647,0.0707,0.5664,0.662,0.4148,0.4068,-0.1036,0.4375,0.1251
happy,sandstorm,LB,SO,0.4598,0.5424,0.1938,0.3536,0.0772,0.5446,0.0893,0.5664,0.662,0.0938,0.4428,0.2534,0.6681,0.3362
happy,sick,LB,SO,0.4598,0.5424,0.373,0.137,-0.3186,0.3184,0.3632,0.5664,0.662,0.1804,0.3056,0.0296,0.5203,0.0406
happy,tree,LB,SO,0.4598,0.5424,0.2656,0.226,-0.1222,0.4281,0.1437,0.5664,0.662,0.1298,0.2038,-0.0216,0.4839,0.0323
justice,lightning,LB,SO,0.39,0.2494,0.322,0.39,0.2086,0.6202,0.2404,0.355,0.2546,0.2592,0.3088,0.15,0.6037,0.2074
justice,mango,LB,SO,0.39,0.2494,0.2242,0.5772,0.4936,0.7741,0.5482,0.355,0.2546,0.0486,0.7842,0.836,0.9603,0.9207
justice,peace,LB,SO,0.39,0.2494,0.4376,0.334,0.037,0.5213,0.0427,0.355,0.2546,0.7542,0.3294,-0.3244,0.2852,0.4296
justice,peach,LB,SO,0.39,0.2494,0.2988,0.3388,0.1806,0.6072,0.2145,0.355,0.2546,0.054,0.6312,0.6776,0.9012,0.8024
justice,sad,LB,SO,0.39,0.2494,0.2766,0.2062,0.0702,0.5456,0.0912,0.355,0.2546,0.3498,0.0838,-0.1656,0.3768,0.2465
justice,safety,LB,SO,0.39,0.2494,0.3254,0.3436,0.1588,0.5933,0.1867,0.355,0.2546,0.4148,0.4068,0.0924,0.5587,0.1174
justice,sandstorm,LB,SO,0.39,0.2494,0.1938,0.3536,0.3004,0.6828,0.3656,0.355,0.2546,0.0938,0.4428,0.4494,0.7948,0.5895
justice,sick,LB,SO,0.39,0.2494,0.373,0.137,-0.0954,0.4385,0.123,0.355,0.2546,0.1804,0.3056,0.2256,0.6608,0.3217
justice,tree,LB,SO,0.39,0.2494,0.2656,0.226,0.101,0.5651,0.1301,0.355,0.2546,0.1298,0.2038,0.1744,0.6383,0.2766
lightning,mango,LB,SO,0.322,0.39,0.2242,0.5772,0.285,0.6628,0.3256,0.2592,0.3088,0.0486,0.7842,0.686,0.9302,0.8604
lightning,peace,LB,SO,0.322,0.39,0.4376,0.334,-0.1716,0.4049,0.1902,0.2592,0.3088,0.7542,0.3294,-0.4744,0.1991,0.6018
lightning,peach,LB,SO,0.322,0.39,0.2988,0.3388,-0.028,0.4837,0.0326,0.2592,0.3088,0.054,0.6312,0.5276,0.8472,0.6945
lightning,sad,LB,SO,0.322,0.39,0.2766,0.2062,-0.1384,0.414,0.172,0.2592,0.3088,0.3498,0.0838,-0.3156,0.2706,0.4589
lightning,safety,LB,SO,0.322,0.39,0.3254,0.3436,-0.0498,0.4714,0.0572,0.2592,0.3088,0.4148,0.4068,-0.0576,0.4628,0.0744
lightning,sandstorm,LB,SO,0.322,0.39,0.1938,0.3536,0.0918,0.5557,0.1115,0.2592,0.3088,0.0938,0.4428,0.2994,0.712,0.424
lightning,sick,LB,SO,0.322,0.39,0.373,0.137,-0.304,0.3175,0.365,0.2592,0.3088,0.1804,0.3056,0.0756,0.5564,0.1127
lightning,tree,LB,SO,0.322,0.39,0.2656,0.226,-0.1076,0.4333,0.1334,0.2592,0.3088,0.1298,0.2038,0.0244,0.5202,0.0405
mango,peace,LB,SO,0.2242,0.5772,0.4376,0.334,-0.4566,0.2536,0.4928,0.0486,0.7842,0.7542,0.3294,-1.1604,0.0064,0.9873
