conA,conB,col1,col2,x1_us,x2_us,x3_us,x4_us,p_gt0_us,dX_us,dS_us,x1_mg,x2_mg,x3_mg,x4_mg,p_gt0_mg,dX_mg,dS_mg,dS_diff
lightning,tree,SG,SO,0.0752,0.3088,0.6686,0.2038,0.0798,-0.6984,0.8404,0.1712,0.39,0.7024,0.226,0.1007,-0.6952,0.7987,0.0417
mango,peace,SG,SO,0.198,0.7842,0.4552,0.3294,0.1047,-0.712,0.7906,0.6026,0.5772,0.4092,0.334,0.4701,-0.0498,0.0598,0.7308
mango,peach,SG,SO,0.198,0.7842,0.1218,0.6312,0.437,-0.0768,0.1261,0.6026,0.5772,0.5014,0.3388,0.419,-0.1372,0.1621,-0.036
mango,sad,SG,SO,0.198,0.7842,0.1174,0.0838,0.0477,-0.6198,0.9046,0.6026,0.5772,0.165,0.2062,0.5469,0.0666,0.0939,0.8107
mango,safety,SG,SO,0.198,0.7842,0.507,0.4068,0.1203,-0.6864,0.7594,0.6026,0.5772,0.4418,0.3436,0.4567,-0.0728,0.0866,0.6728
mango,sandstorm,SG,SO,0.198,0.7842,0.043,0.4428,0.3482,-0.1864,0.3036,0.6026,0.5772,0.1528,0.3536,0.6461,0.2262,0.2921,0.0115
mango,sick,SG,SO,0.198,0.7842,0.336,0.3056,0.1267,-0.6166,0.7467,0.6026,0.5772,0.2636,0.137,0.4301,-0.1012,0.1398,0.6069
mango,tree,SG,SO,0.198,0.7842,0.6686,0.2038,0.0184,-1.051,0.9632,0.6026,0.5772,0.7024,0.226,0.2306,-0.451,0.5387,0.4245
peace,peach,SG,SO,0.4552,0.3294,0.1218,0.6312,0.8603,0.6352,0.7206,0.4092,0.334,0.5014,0.3388,0.4471,-0.0874,0.1057,0.6149
peace,sad,SG,SO,0.4552,0.3294,0.1174,0.0838,0.5733,0.0922,0.1467,0.4092,0.334,0.165,0.2062,0.584,0.1164,0.168,-0.0213
peace,safety,SG,SO,0.4552,0.3294,0.507,0.4068,0.5152,0.0256,0.0303,0.4092,0.334,0.4418,0.3436,0.486,-0.023,0.028,0.0023
peace,sandstorm,SG,SO,0.4552,0.3294,0.043,0.4428,0.8167,0.5256,0.6335,0.4092,0.334,0.1528,0.3536,0.6804,0.276,0.3607,0.2728
peace,sick,SG,SO,0.4552,0.3294,0.336,0.3056,0.5598,0.0954,0.1196,0.4092,0.334,0.2636,0.137,0.4634,-0.0514,0.0732,0.0464
peace,tree,SG,SO,0.4552,0.3294,0.6686,0.2038,0.2871,-0.339,0.4258,0.4092,0.334,0.7024,0.226,0.251,-0.4012,0.498,-0.0722
peach,sad,SG,SO,0.1218,0.6312,0.1174,0.0838,0.0881,-0.543,0.8237,0.5014,0.3388,0.165,0.2062,0.6427,0.2038,0.2854,0.5383
peach,safety,SG,SO,0.1218,0.6312,0.507,0.4068,0.1566,-0.6096,0.6869,0.5014,0.3388,0.4418,0.3436,0.5387,0.0644,0.0774,0.6095
peach,sandstorm,SG,SO,0.1218,0.6312,0.043,0.4428,0.4135,-0.1096,0.1731,0.5014,0.3388,0.1528,0.3536,0.7287,0.3634,0.4575,-0.2844
peach,sick,SG,SO,0.1218,0.6312,0.336,0.3056,0.1679,-0.5398,0.6643,0.5014,0.3388,0.2636,0.137,0.5253,0.036,0.0506,0.6137
peach,tree,SG,SO,0.1218,0.6312,0.6686,0.2038,0.032,-0.9742,0.9361,0.5014,0.3388,0.7024,0.226,0.3021,-0.3138,0.3958,0.5403
sad,safety,SG,SO,0.1174,0.0838,0.507,0.4068,0.4489,-0.0666,0.1021,0.165,0.2062,0.4418,0.3436,0.4009,-0.1394,0.1981,-0.096
sad,sandstorm,SG,SO,0.1174,0.0838,0.043,0.4428,0.8643,0.4334,0.7287,0.165,0.2062,0.1528,0.3536,0.6318,0.1596,0.2635,0.4652
sad,sick,SG,SO,0.1174,0.0838,0.336,0.3056,0.5027,0.0032,0.0055,0.165,0.2062,0.2636,0.137,0.3505,-0.1678,0.299,-0.2935
sad,tree,SG,SO,0.1174,0.0838,0.6686,0.2038,0.155,-0.4312,0.69,0.165,0.2062,0.7024,0.226,0.143,-0.5176,0.714,-0.024
safety,sandstorm,SG,SO,0.507,0.4068,0.043,0.4428,0.7979,0.5,0.5959,0.4418,0.3436,0.1528,0.3536,0.6923,0.299,0.3846,0.2113
safety,sick,SG,SO,0.507,0.4068,0.336,0.3056,0.5428,0.0698,0.0855,0.4418,0.3436,0.2636,0.137,0.48,-0.0284,0.04,0.0455
safety,tree,SG,SO,0.507,0.4068,0.6686,0.2038,0.2782,-0.3646,0.4435,0.4418,0.3436,0.7024,0.226,0.2655,-0.3782,0.469,-0.0255
sandstorm,sick,SG,SO,0.043,0.4428,0.336,0.3056,0.2193,-0.4302,0.5614,0.1528,0.3536,0.2636,0.137,0.2504,-0.3274,0.4992,0.0622
sandstorm,tree,SG,SO,0.043,0.4428,0.6686,0.2038,0.0482,-0.8646,0.9036,0.1528,0.3536,0.7024,0.226,0.1007,-0.6772,0.7987,0.1049
sick,tree,SG,SO,0.336,0.3056,0.6686,0.2038,0.226,-0.4344,0.548,0.2636,0.137,0.7024,0.226,0.2407,-0.3498,0.5186,0.0294
angry,banana,SG,SP,0.0742,0.1408,0.1744,0.0422,0.2435,-0.1988,0.5131,0.1858,0.252,0.5318,0.1486,0.1924,-0.4494,0.6152,-0.1021
angry,death,SG,SP,0.0742,0.1408,0.0708,0.0856,0.4152,-0.0518,0.1697,0.1858,0.252,0.108,0.5226,0.755,0.3484,0.51,-0.3403
angry,happy,SG,SP,0.0742,0.1408,0.6082,0.5532,0.4073,-0.1216,0.1854,0.1858,0.252,0.4842,0.3078,0.3354,-0.2426,0.3292,-0.1438
angry,justice,SG,SP,0.0742,0.1408,0.2316,0.2242,0.4265,-0.074,0.1471,0.1858,0.252,0.2804,0.2902,0.4574,-0.0564,0.0853,0.0618
angry,lightning,SG,SP,0.0742,0.1408,0.0752,0.1004,0.4347,-0.0414,0.1306,0.1858,0.252,0.1712,0.333,0.5757,0.0956,0.1514,-0.0208
angry,mango,SG,SP,0.0742,0.1408,0.198,0.0524,0.2423,-0.2122,0.5154,0.1858,0.252,0.6026,0.1868,0.1777,-0.482,0.6445,-0.1291
angry,peace,SG,SP,0.0742,0.1408,0.4552,0.3694,0.3836,-0.1524,0.2329,0.1858,0.252,0.4092,0.2536,0.3426,-0.2218,0.3148,-0.0819
angry,peach,SG,SP,0.0742,0.1408,0.1218,0.0788,0.3401,-0.1096,0.3198,0.1858,0.252,0.5014,0.2148,0.2572,-0.3528,0.4856,-0.1658
angry,sad,SG,SP,0.0742,0.1408,0.1174,0.1294,0.4252,-0.0546,0.1496,0.1858,0.252,0.165,0.397,0.6265,0.1658,0.2531,-0.1035
angry,safety,SG,SP,0.0742,0.1408,0.507,0.2808,0.2752,-0.2928,0.4497,0.1858,0.252,0.4418,0.2564,0.3243,-0.2516,0.3513,0.0984
angry,sandstorm,SG,SP,0.0742,0.1408,0.043,0.045,0.3802,-0.0646,0.2396,0.1858,0.252,0.1528,0.1526,0.4378,-0.0664,0.1243,0.1153
angry,sick,SG,SP,0.0742,0.1408,0.336,0.124,0.2421,-0.2786,0.5158,0.1858,0.252,0.2636,0.3604,0.5226,0.0306,0.0451,0.4707
angry,tree,SG,SP,0.0742,0.1408,0.6686,0.0786,0.042,-0.6566,0.9159,0.1858,0.252,0.7024,0.1718,0.1115,-0.5968,0.777,0.1389
banana,death,SG,SP,0.1744,0.0422,0.0708,0.0856,0.7189,0.147,0.4378,0.5318,0.1486,0.108,0.5226,0.9297,0.7978,0.8594,-0.4216
banana,happy,SG,SP,0.1744,0.0422,0.6082,0.5532,0.5585,0.0772,0.1171,0.5318,0.1486,0.4842,0.3078,0.6341,0.2068,0.2682,-0.1511
banana,justice,SG,SP,0.1744,0.0422,0.2316,0.2242,0.6206,0.1248,0.2412,0.5318,0.1486,0.2804,0.2902,0.7578,0.393,0.5156,-0.2744
banana,lightning,SG,SP,0.1744,0.0422,0.0752,0.1004,0.725,0.1574,0.4501,0.5318,0.1486,0.1712,0.333,0.8446,0.545,0.6893,-0.2392
banana,mango,SG,SP,0.1744,0.0422,0.198,0.0524,0.4829,-0.0134,0.0341,0.5318,0.1486,0.6026,0.1868,0.4767,-0.0326,0.0467,-0.0126
banana,peace,SG,SP,0.1744,0.0422,0.4552,0.3694,0.5355,0.0464,0.0711,0.5318,0.1486,0.4092,0.2536,0.6524,0.2276,0.3047,-0.2336
banana,peach,SG,SP,0.1744,0.0422,0.1218,0.0788,0.6264,0.0892,0.2528,0.5318,0.1486,0.5014,0.2148,0.5667,0.0966,0.1333,0.1195
banana,sad,SG,SP,0.1744,0.0422,0.1174,0.1294,0.6849,0.1442,0.3697,0.5318,0.1486,0.165,0.397,0.8684,0.6152,0.7367,-0.367
banana,safety,SG,SP,0.1744,0.0422,0.507,0.2808,0.4249,-0.094,0.1502,0.5318,0.1486,0.4418,0.2564,0.6322,0.1978,0.2643,-0.1141
banana,sandstorm,SG,SP,0.1744,0.0422,0.043,0.045,0.7243,0.1342,0.4485,0.5318,0.1486,0.1528,0.1526,0.7937,0.383,0.5874,-0.1389
banana,sick,SG,SP,0.1744,0.0422,0.336,0.124,0.422,-0.0798,0.156,0.5318,0.1486,0.2636,0.3604,0.798,0.48,0.596,-0.44
banana,tree,SG,SP,0.1744,0.0422,0.6686,0.0786,0.1189,-0.4578,0.7623,0.5318,0.1486,0.7024,0.1718,0.3899,-0.1474,0.2201,0.5422
death,happy,SG,SP,0.0708,0.0856,0.6082,0.5532,0.4447,-0.0698,0.1107,0.108,0.5226,0.4842,0.3078,0.1594,-0.591,0.6812,-0.5705
death,justice,SG,SP,0.0708,0.0856,0.2316,0.2242,0.4765,-0.0222,0.047,0.108,0.5226,0.2804,0.2902,0.2311,-0.4048,0.5378,-0.4908
death,lightning,SG,SP,0.0708,0.0856,0.0752,0.1004,0.5193,0.0104,0.0387,0.108,0.5226,0.1712,0.333,0.3153,-0.2528,0.3694,-0.3307
death,mango,SG,SP,0.0708,0.0856,0.198,0.0524,0.2787,-0.1604,0.4426,0.108,0.5226,0.6026,0.1868,0.064,-0.8304,0.8719,-0.4293
death,peace,SG,SP,0.0708,0.0856,0.4552,0.3694,0.4199,-0.1006,0.1603,0.108,0.5226,0.4092,0.2536,0.1586,-0.5702,0.6828,-0.5225
death,peach,SG,SP,0.0708,0.0856,0.1218,0.0788,0.4011,-0.0578,0.1978,0.108,0.5226,0.5014,0.2148,0.107,-0.7012,0.786,-0.5882
death,sad,SG,SP,0.0708,0.0856,0.1174,0.1294,0.4957,-0.0028,0.0087,0.108,0.5226,0.165,0.397,0.3672,-0.1826,0.2656,-0.2569
death,safety,SG,SP,0.0708,0.0856,0.507,0.2808,0.3049,-0.241,0.3903,0.108,0.5226,0.4418,0.2564,0.1484,-0.6,0.7033,-0.313
death,sandstorm,SG,SP,0.0708,0.0856,0.043,0.045,0.4692,-0.0128,0.0616,0.108,0.5226,0.1528,0.1526,0.1803,-0.4148,0.6395,-0.5779
death,sick,SG,SP,0.0708,0.0856,0.336,0.124,0.273,-0.2268,0.4539,0.108,0.5226,0.2636,0.3604,0.2866,-0.3178,0.4268,0.0271
death,tree,SG,SP,0.0708,0.0856,0.6686,0.0786,0.0448,-0.6048,0.9103,0.108,0.5226,0.7024,0.1718,0.0333,-0.9452,0.9334,-0.0231
happy,justice,SG,SP,0.6082,0.5532,0.2316,0.2242,0.532,0.0476,0.0639,0.4842,0.3078,0.2804,0.2902,0.6196,0.1862,0.2392,-0.1753
happy,lightning,SG,SP,0.6082,0.5532,0.0752,0.1004,0.5629,0.0802,0.1258,0.4842,0.3078,0.1712,0.333,0.717,0.3382,0.4339,-0.3081
happy,mango,SG,SP,0.6082,0.5532,0.198,0.0524,0.4327,-0.0906,0.1347,0.4842,0.3078,0.6026,0.1868,0.3467,-0.2394,0.3066,-0.1719
happy,peace,SG,SP,0.6082,0.5532,0.4552,0.3694,0.4818,-0.0308,0.0363,0.4842,0.3078,0.4092,0.2536,0.5132,0.0208,0.0264,0.0099
happy,peach,SG,SP,0.6082,0.5532,0.1218,0.0788,0.5093,0.012,0.0186,0.4842,0.3078,0.5014,0.2148,0.4299,-0.1102,0.1402,-0.1216
happy,sad,SG,SP,0.6082,0.5532,0.1174,0.1294,0.5507,0.067,0.1013,0.4842,0.3078,0.165,0.397,0.7517,0.4084,0.5035,-0.4022
happy,safety,SG,SP,0.6082,0.5532,0.507,0.2808,0.3974,-0.1712,0.2052,0.4842,0.3078,0.4418,0.2564,0.4943,-0.009,0.0113,0.1939
happy,sandstorm,SG,SP,0.6082,0.5532,0.043,0.045,0.5465,0.057,0.093,0.4842,0.3078,0.1528,0.1526,0.6311,0.1762,0.2623,-0.1693
happy,sick,SG,SP,0.6082,0.5532,0.336,0.124,0.3956,-0.157,0.2088,0.4842,0.3078,0.2636,0.3604,0.6693,0.2732,0.3385,-0.1297
happy,tree,SG,SP,0.6082,0.5532,0.6686,0.0786,0.1786,-0.535,0.6429,0.4842,0.3078,0.7024,0.1718,0.2707,-0.3542,0.4585,0.1844
justice,lightning,SG,SP,0.2316,0.2242,0.0752,0.1004,0.5339,0.0326,0.0678,0.2804,0.2902,0.1712,0.333,0.6095,0.152,0.2189,-0.1511
justice,mango,SG,SP,0.2316,0.2242,0.198,0.0524,0.3708,-0.1382,0.2584,0.2804,0.2902,0.6026,0.1868,0.2261,-0.4256,0.5478,-0.2894
justice,peace,SG,SP,0.2316,0.2242,0.4552,0.3694,0.4472,-0.0784,0.1057,0.2804,0.2902,0.4092,0.2536,0.3896,-0.1654,0.2209,-0.1152
justice,peach,SG,SP,0.2316,0.2242,0.1218,0.0788,0.4639,-0.0356,0.0723,0.2804,0.2902,0.5014,0.2148,0.3059,-0.2964,0.3881,-0.3158
justice,sad,SG,SP,0.2316,0.2242,0.1174,0.1294,0.5189,0.0194,0.0378,0.2804,0.2902,0.165,0.397,0.6545,0.2222,0.309,-0.2712
justice,safety,SG,SP,0.2316,0.2242,0.507,0.2808,0.3503,-0.2188,0.2994,0.2804,0.2902,0.4418,0.2564,0.3713,-0.1952,0.2574,0.042
justice,sandstorm,SG,SP,0.2316,0.2242,0.043,0.045,0.5105,0.0094,0.0209,0.2804,0.2902,0.1528,0.1526,0.4917,-0.01,0.0167,0.0042
justice,sick,SG,SP,0.2316,0.2242,0.336,0.124,0.3388,-0.2046,0.3225,0.2804,0.2902,0.2636,0.3604,0.5592,0.087,0.1184,0.2041
justice,tree,SG,SP,0.2316,0.2242,0.6686,0.0786,0.1111,-0.5826,0.7777,0.2804,0.2902,0.7024,0.1718,0.1571,-0.5404,0.6858,0.0919
lightning,mango,SG,SP,0.0752,0.1004,0.198,0.0524,0.2726,-0.1708,0.4548,0.1712,0.333,0.6026,0.1868,0.1433,-0.5776,0.7134,-0.2586
lightning,peace,SG,SP,0.0752,0.1004,0.4552,0.3694,0.4126,-0.111,0.1749,0.1712,0.333,0.4092,0.2536,0.2876,-0.3174,0.4247,-0.2498
lightning,peach,SG,SP,0.0752,0.1004,0.1218,0.0788,0.3887,-0.0682,0.2226,0.1712,0.333,0.5014,0.2148,0.2119,-0.4484,0.5761,-0.3535
lightning,sad,SG,SP,0.0752,0.1004,0.1174,0.1294,0.4803,-0.0132,0.0394,0.1712,0.333,0.165,0.397,0.5522,0.0702,0.1045,-0.0651
lightning,safety,SG,SP,0.0752,0.1004,0.507,0.2808,0.2992,-0.2514,0.4016,0.1712,0.333,0.4418,0.2564,0.2717,-0.3472,0.4565,-0.0549
lightning,sandstorm,SG,SP,0.0752,0.1004,0.043,0.045,0.4487,-0.0232,0.1025,0.1712,0.333,0.1528,0.1526,0.3592,-0.162,0.2816,-0.1791
lightning,sick,SG,SP,0.0752,0.1004,0.336,0.124,0.2675,-0.2372,0.465,0.1712,0.333,0.2636,0.3604,0.4538,-0.065,0.0923,0.3727
lightning,tree,SG,SP,0.0752,0.1004,0.6686,0.0786,0.0452,-0.6152,0.9096,0.1712,0.333,0.7024,0.1718,0.0879,-0.6924,0.8243,0.0853
mango,peace,SG,SP,0.198,0.0524,0.4552,0.3694,0.5449,0.0598,0.0898,0.6026,0.1868,0.4092,0.2536,0.6717,0.2602,0.3434,-0.2536
mango,peach,SG,SP,0.198,0.0524,0.1218,0.0788,0.636,0.1026,0.272,0.6026,0.1868,0.5014,0.2148,0.5882,0.1292,0.1764,0.0956
mango,sad,SG,SP,0.198,0.0524,0.1174,0.1294,0.6907,0.1576,0.3815,0.6026,0.1868,0.165,0.397,0.8788,0.6478,0.7575,-0.376
mango,safety,SG,SP,0.198,0.0524,0.507,0.2808,0.4368,-0.0806,0.1264,0.6026,0.1868,0.4418,0.2564,0.6519,0.2304,0.3038,-0.1774
mango,sandstorm,SG,SP,0.198,0.0524,0.043,0.045,0.7246,0.1476,0.4493,0.6026,0.1868,0.1528,0.1526,0.8105,0.4156,0.6209,-0.1716
mango,sick,SG,SP,0.198,0.0524,0.336,0.124,0.4369,-0.0664,0.1261,0.6026,0.1868,0.2636,0.3604,0.8119,0.5126,0.6237,-0.4976
mango,tree,SG,SP,0.198,0.0524,0.6686,0.0786,0.1339,-0.4444,0.7323,0.6026,0.1868,0.7024,0.1718,0.4146,-0.1148,0.1709,0.5614
peace,peach,SG,SP,0.4552,0.3694,0.1218,0.0788,0.5335,0.0428,0.0669,0.4092,0.2536,0.5014,0.2148,0.4139,-0.131,0.1721,-0.1052
peace,sad,SG,SP,0.4552,0.3694,0.1174,0.1294,0.5743,0.0978,0.1485,0.4092,0.2536,0.165,0.397,0.7487,0.3876,0.4974,-0.3489
peace,safety,SG,SP,0.4552,0.3694,0.507,0.2808,0.4152,-0.1404,0.1697,0.4092,0.2536,0.4418,0.2564,0.4806,-0.0298,0.0388,0.1309
peace,sandstorm,SG,SP,0.4552,0.3694,0.043,0.045,0.572,0.0878,0.1441,0.4092,0.2536,0.1528,0.1526,0.6219,0.1554,0.2439,-0.0998
peace,sick,SG,SP,0.4552,0.3694,0.336,0.124,0.4153,-0.1262,0.1695,0.4092,0.2536,0.2636,0.3604,0.6624,0.2524,0.3248,-0.1553
peace,tree,SG,SP,0.4552,0.3694,0.6686,0.0786,0.1913,-0.5042,0.6175,0.4092,0.2536,0.7024,0.1718,0.2503,-0.375,0.4993,0.1182
peach,sad,SG,SP,0.1218,0.0788,0.1174,0.1294,0.5777,0.055,0.1555,0.5014,0.2148,0.165,0.397,0.8175,0.5186,0.635,-0.4795
peach,safety,SG,SP,0.1218,0.0788,0.507,0.2808,0.3528,-0.1832,0.2944,0.5014,0.2148,0.4418,0.2564,0.5662,0.1012,0.1324,0.162
peach,sandstorm,SG,SP,0.1218,0.0788,0.043,0.045,0.5893,0.045,0.1787,0.5014,0.2148,0.1528,0.1526,0.719,0.2864,0.4381,-0.2594
peach,sick,SG,SP,0.1218,0.0788,0.336,0.124,0.3331,-0.169,0.3338,0.5014,0.2148,0.2636,0.3604,0.7397,0.3834,0.4794,-0.1456
peach,tree,SG,SP,0.1218,0.0788,0.6686,0.0786,0.0714,-0.547,0.8573,0.5014,0.2148,0.7024,0.1718,0.3289,-0.244,0.3421,0.5152
sad,safety,SG,SP,0.1174,0.1294,0.507,0.2808,0.3163,-0.2382,0.3674,0.165,0.397,0.4418,0.2564,0.237,-0.4174,0.5259,-0.1585
sad,sandstorm,SG,SP,0.1174,0.1294,0.043,0.045,0.4827,-0.01,0.0347,0.165,0.397,0.1528,0.1526,0.3083,-0.2322,0.3833,-0.3486
sad,sick,SG,SP,0.1174,0.1294,0.336,0.124,0.2916,-0.224,0.4168,0.165,0.397,0.2636,0.3604,0.4066,-0.1352,0.1868,0.23
sad,tree,SG,SP,0.1174,0.1294,0.6686,0.0786,0.0615,-0.602,0.8769,0.165,0.397,0.7024,0.1718,0.0729,-0.7626,0.8542,0.0227
safety,sandstorm,SG,SP,0.507,0.2808,0.043,0.045,0.691,0.2282,0.3821,0.4418,0.2564,0.1528,0.1526,0.6428,0.1852,0.2856,0.0965
safety,sick,SG,SP,0.507,0.2808,0.336,0.124,0.51,0.0142,0.0199,0.4418,0.2564,0.2636,0.3604,0.679,0.2822,0.358,-0.3381
safety,tree,SG,SP,0.507,0.2808,0.6686,0.0786,0.2564,-0.3638,0.4873,0.4418,0.2564,0.7024,0.1718,0.2695,-0.3452,0.461,0.0263
sandstorm,sick,SG,SP,0.043,0.045,0.336,0.124,0.2746,-0.214,0.4508,0.1528,0.1526,0.2636,0.3604,0.5779,0.097,0.1558,0.295
sandstorm,tree,SG,SP,0.043,0.045,0.6686,0.0786,0.0394,-0.592,0.9212,0.1528,0.1526,0.7024,0.1718,0.1124,-0.5304,0.7752,0.146
sick,tree,SG,SP,0.336,0.124,0.6686,0.0786,0.2139,-0.378,0.5722,0.2636,0.3604,0.7024,0.1718,0.1273,-0.6274,0.7454,-0.1732
angry,banana,SG,SR,0.0742,0.7332,0.1744,0.0434,0.0137,-0.79,0.9726,0.1858,0.621,0.5318,0.1622,0.0745,-0.8048,0.8509,0.1217
angry,death,SG,SR,0.0742,0.7332,0.0708,0.2494,0.1159,-0.4804,0.7682,0.1858,0.621,0.108,0.2782,0.2983,-0.265,0.4034,0.3648
angry,happy,SG,SR,0.0742,0.7332,0.6082,0.5774,0.1085,-0.6898,0.783,0.1858,0.621,0.4842,0.5492,0.2781,-0.3702,0.4437,0.3393
angry,justice,SG,SR,0.0742,0.7332,0.2316,0.28,0.0995,-0.6106,0.801,0.1858,0.621,0.2804,0.4092,0.3017,-0.3064,0.3966,0.4044
angry,lightning,SG,SR,0.0742,0.7332,0.0752,0.17,0.0608,-0.5642,0.8785,0.1858,0.621,0.1712,0.5258,0.4429,-0.0806,0.1142,0.7643
angry,mango,SG,SR,0.0742,0.7332,0.198,0.3182,0.1285,-0.5388,0.743,0.1858,0.621,0.6026,0.2782,0.0979,-0.7596,0.8042,-0.0612
angry,peace,SG,SR,0.0742,0.7332,0.4552,0.2054,0.0365,-0.9088,0.927,0.1858,0.621,0.4092,0.3032,0.182,-0.5412,0.636,0.291
angry,peach,SG,SR,0.0742,0.7332,0.1218,0.1894,0.0652,-0.5914,0.8696,0.1858,0.621,0.5014,0.445,0.2172,-0.4916,0.5656,0.304
angry,sad,SG,SR,0.0742,0.7332,0.1174,0.1296,0.0365,-0.6468,0.9269,0.1858,0.621,0.165,0.2424,0.24,-0.3578,0.5199,0.407
angry,safety,SG,SR,0.0742,0.7332,0.507,0.3344,0.0657,-0.8316,0.8686,0.1858,0.621,0.4418,0.4582,0.2522,-0.4188,0.4957,0.3729
angry,sandstorm,SG,SR,0.0742,0.7332,0.043,0.0944,0.0285,-0.6076,0.943,0.1858,0.621,0.1528,0.2004,0.2128,-0.3876,0.5745,0.3685
angry,sick,SG,SR,0.0742,0.7332,0.336,0.3264,0.1018,-0.6686,0.7964,0.1858,0.621,0.2636,0.3258,0.2554,-0.373,0.4891,0.3073
angry,tree,SG,SR,0.0742,0.7332,0.6686,0.1256,0.0039,-1.202,0.9922,0.1858,0.621,0.7024,0.1748,0.0344,-0.9628,0.9312,0.061
banana,death,SG,SR,0.1744,0.0434,0.0708,0.2494,0.8131,0.3096,0.6262,0.5318,0.1622,0.108,0.2782,0.8575,0.5398,0.715,-0.0888
banana,happy,SG,SR,0.1744,0.0434,0.6082,0.5774,0.5762,0.1002,0.1524,0.5318,0.1622,0.4842,0.5492,0.754,0.4346,0.508,-0.3556
banana,justice,SG,SR,0.1744,0.0434,0.2316,0.28,0.6614,0.1794,0.3228,0.5318,0.1622,0.2804,0.4092,0.7995,0.4984,0.5991,-0.2763
banana,lightning,SG,SR,0.1744,0.0434,0.0752,0.17,0.7711,0.2258,0.5421,0.5318,0.1622,0.1712,0.5258,0.9001,0.7242,0.8002,-0.2581
banana,mango,SG,SR,0.1744,0.0434,0.198,0.3182,0.72,0.2512,0.4401,0.5318,0.1622,0.6026,0.2782,0.5305,0.0452,0.061,0.3791
banana,peace,SG,SR,0.1744,0.0434,0.4552,0.2054,0.3993,-0.1188,0.2014,0.5318,0.1622,0.4092,0.3032,0.6698,0.2636,0.3397,-0.1383
banana,peach,SG,SR,0.1744,0.0434,0.1218,0.1894,0.723,0.1986,0.446,0.5318,0.1622,0.5014,0.445,0.6898,0.3132,0.3797,0.0663
banana,sad,SG,SR,0.1744,0.0434,0.1174,0.1296,0.6834,0.1432,0.3669,0.5318,0.1622,0.165,0.2424,0.8092,0.447,0.6184,-0.2515
banana,safety,SG,SR,0.1744,0.0434,0.507,0.3344,0.4677,-0.0416,0.0646,0.5318,0.1622,0.4418,0.4582,0.7298,0.386,0.4595,-0.3949
banana,sandstorm,SG,SR,0.1744,0.0434,0.043,0.0944,0.7687,0.1824,0.5374,0.5318,0.1622,0.1528,0.2004,0.8024,0.4172,0.6047,-0.0673
banana,sick,SG,SR,0.1744,0.0434,0.336,0.3264,0.5986,0.1214,0.1972,0.5318,0.1622,0.2636,0.3258,0.7752,0.4318,0.5504,-0.3532
banana,tree,SG,SR,0.1744,0.0434,0.6686,0.1256,0.1544,-0.412,0.6912,0.5318,0.1622,0.7024,0.1748,0.3835,-0.158,0.2331,0.4581
death,happy,SG,SR,0.0708,0.2494,0.6082,0.5774,0.3523,-0.2094,0.2954,0.108,0.2782,0.4842,0.5492,0.4284,-0.1052,0.1433,0.1521
death,justice,SG,SR,0.0708,0.2494,0.2316,0.28,0.3904,-0.1302,0.2192,0.108,0.2782,0.2804,0.4092,0.4694,-0.0414,0.0611,0.1581
death,lightning,SG,SR,0.0708,0.2494,0.0752,0.17,0.4066,-0.0838,0.1869,0.108,0.2782,0.1712,0.5258,0.6416,0.1844,0.2831,-0.0962
death,mango,SG,SR,0.0708,0.2494,0.198,0.3182,0.4503,-0.0584,0.0993,0.108,0.2782,0.6026,0.2782,0.1786,-0.4946,0.6427,-0.5434
death,peace,SG,SR,0.0708,0.2494,0.4552,0.2054,0.1957,-0.4284,0.6085,0.108,0.2782,0.4092,0.3032,0.3068,-0.2762,0.3864,0.2221
death,peach,SG,SR,0.0708,0.2494,0.1218,0.1894,0.3856,-0.111,0.2287,0.108,0.2782,0.5014,0.445,0.3486,-0.2266,0.3027,-0.074
death,sad,SG,SR,0.0708,0.2494,0.1174,0.1296,0.3177,-0.1664,0.3646,0.108,0.2782,0.165,0.2424,0.4179,-0.0928,0.1642,0.2004
death,safety,SG,SR,0.0708,0.2494,0.507,0.3344,0.2595,-0.3512,0.4809,0.108,0.2782,0.4418,0.4582,0.3956,-0.1538,0.2089,0.272
death,sandstorm,SG,SR,0.0708,0.2494,0.043,0.0944,0.3398,-0.1272,0.3205,0.108,0.2782,0.1528,0.2004,0.3864,-0.1226,0.2272,0.0933
death,sick,SG,SR,0.0708,0.2494,0.336,0.3264,0.3585,-0.1882,0.2831,0.108,0.2782,0.2636,0.3258,0.417,-0.108,0.166,0.1171
death,tree,SG,SR,0.0708,0.2494,0.6686,0.1256,0.052,-0.7216,0.896,0.108,0.2782,0.7024,0.1748,0.07,-0.6978,0.8599,0.0361
happy,justice,SG,SR,0.6082,0.5774,0.2316,0.28,0.5518,0.0792,0.1036,0.4842,0.5492,0.2804,0.4092,0.5385,0.0638,0.0769,0.0267
happy,lightning,SG,SR,0.6082,0.5774,0.0752,0.17,0.5944,0.1256,0.1888,0.4842,0.5492,0.1712,0.5258,0.6757,0.2896,0.3515,-0.1627
happy,mango,SG,SR,0.6082,0.5774,0.198,0.3182,0.5981,0.151,0.1961,0.4842,0.5492,0.6026,0.2782,0.2772,-0.3894,0.4456,-0.2495
happy,peace,SG,SR,0.6082,0.5774,0.4552,0.2054,0.3647,-0.219,0.2706,0.4842,0.5492,0.4092,0.3032,0.3988,-0.171,0.2024,0.0682
