conA,conB,col1,col2,x1_us,x2_us,x3_us,x4_us,dX_us,p_gt0_us,dS_us,x1_mg,x2_mg,x3_mg,x4_mg,dX_mg,p_gt0_mg,dS_mg,dS_diff
peace,peach,A1,A3,0.1886,0.5726,0.0288,0.0976,-0.3152,0.2396,0.5207,0.2756,0.7084,0.243,0.23,-0.4458,0.2151,0.5699,-0.0492
peace,sad,A1,A3,0.1886,0.5726,0.7964,0.4174,-0.763,0.1032,0.7936,0.2756,0.7084,0.6488,0.4436,-0.638,0.1631,0.6739,0.1197
peace,safety,A1,A3,0.1886,0.5726,0.223,0.3274,-0.2796,0.3182,0.3637,0.2756,0.7084,0.3688,0.4706,-0.331,0.3068,0.3865,-0.0228
peace,sandstorm,A1,A3,0.1886,0.5726,0.3454,0.3636,-0.3658,0.283,0.434,0.2756,0.7084,0.4604,0.3534,-0.5398,0.2037,0.5926,-0.1586
peace,sick,A1,A3,0.1886,0.5726,0.4512,0.242,-0.5932,0.1696,0.6608,0.2756,0.7084,0.5234,0.4454,-0.5108,0.2218,0.5563,0.1045
peace,tree,A1,A3,0.1886,0.5726,0.0992,0.1328,-0.3504,0.2305,0.539,0.2756,0.7084,0.2184,0.1714,-0.4798,0.1843,0.6313,-0.0923
peach,sad,A1,A3,0.0288,0.0976,0.7964,0.4174,-0.4478,0.1602,0.6797,0.243,0.23,0.6488,0.4436,-0.1922,0.3783,0.2433,0.4364
peach,safety,A1,A3,0.0288,0.0976,0.223,0.3274,0.0356,0.5327,0.0654,0.243,0.23,0.3688,0.4706,0.1148,0.5727,0.1455,-0.0801
peach,sandstorm,A1,A3,0.0288,0.0976,0.3454,0.3636,-0.0506,0.4593,0.0815,0.243,0.23,0.4604,0.3534,-0.094,0.44,0.1201,-0.0386
peach,sick,A1,A3,0.0288,0.0976,0.4512,0.242,-0.278,0.2783,0.4434,0.243,0.23,0.5234,0.4454,-0.065,0.4594,0.0811,0.3623
peach,tree,A1,A3,0.0288,0.0976,0.0992,0.1328,-0.0352,0.4448,0.1103,0.243,0.23,0.2184,0.1714,-0.034,0.4728,0.0545,0.0558
sad,safety,A1,A3,0.7964,0.4174,0.223,0.3274,0.4834,0.7917,0.5833,0.6488,0.4436,0.3688,0.4706,0.307,0.6687,0.3374,0.2459
sad,sandstorm,A1,A3,0.7964,0.4174,0.3454,0.3636,0.3972,0.7323,0.4646,0.6488,0.4436,0.4604,0.3534,0.0982,0.5558,0.1116,0.353
sad,sick,A1,A3,0.7964,0.4174,0.4512,0.242,0.1698,0.6072,0.2144,0.6488,0.4436,0.5234,0.4454,0.1272,0.5707,0.1413,0.0731
sad,tree,A1,A3,0.7964,0.4174,0.0992,0.1328,0.4126,0.8049,0.6099,0.6488,0.4436,0.2184,0.1714,0.1582,0.6054,0.2107,0.3992
safety,sandstorm,A1,A3,0.223,0.3274,0.3454,0.3636,-0.0862,0.4455,0.109,0.3688,0.4706,0.4604,0.3534,-0.2088,0.3836,0.2328,-0.1238
safety,sick,A1,A3,0.223,0.3274,0.4512,0.242,-0.3136,0.3043,0.3915,0.3688,0.4706,0.5234,0.4454,-0.1798,0.4013,0.1974,0.1941
safety,tree,A1,A3,0.223,0.3274,0.0992,0.1328,-0.0708,0.4394,0.1212,0.3688,0.4706,0.2184,0.1714,-0.1488,0.4018,0.1965,-0.0753
sandstorm,sick,A1,A3,0.3454,0.3636,0.4512,0.242,-0.2274,0.3646,0.2708,0.4604,0.3534,0.5234,0.4454,0.029,0.5162,0.0323,0.2385
sandstorm,tree,A1,A3,0.3454,0.3636,0.0992,0.1328,0.0154,0.5118,0.0236,0.4604,0.3534,0.2184,0.1714,0.06,0.5402,0.0805,-0.0569
sick,tree,A1,A3,0.4512,0.242,0.0992,0.1328,0.2428,0.686,0.372,0.5234,0.4454,0.2184,0.1714,0.031,0.5202,0.0405,0.3315
angry,banana,A1,BK,0.3736,0.6538,0.0524,0.1832,-0.1494,0.3894,0.2213,0.3566,0.5532,0.1342,0.148,-0.1828,0.3712,0.2576,-0.0363
angry,death,A1,BK,0.3736,0.6538,0.775,0.9468,-0.1084,0.4216,0.1568,0.3566,0.5532,0.7284,0.8658,-0.0592,0.4607,0.0787,0.0781
angry,happy,A1,BK,0.3736,0.6538,0.1012,0.0908,-0.2906,0.285,0.43,0.3566,0.5532,0.199,0.1658,-0.2298,0.3472,0.3056,0.1244
angry,justice,A1,BK,0.3736,0.6538,0.302,0.4356,-0.1466,0.414,0.1719,0.3566,0.5532,0.2456,0.309,-0.1332,0.4184,0.1631,0.0088
angry,lightning,A1,BK,0.3736,0.6538,0.3756,0.3808,-0.275,0.3439,0.3123,0.3566,0.5532,0.322,0.3692,-0.1494,0.4134,0.1732,0.1391
angry,mango,A1,BK,0.3736,0.6538,0.0426,0.0498,-0.273,0.2877,0.4247,0.3566,0.5532,0.118,0.1468,-0.1678,0.3803,0.2395,0.1852
angry,peace,A1,BK,0.3736,0.6538,0.1886,0.1206,-0.3482,0.2638,0.4723,0.3566,0.5532,0.2756,0.2002,-0.272,0.331,0.3379,0.1344
angry,peach,A1,BK,0.3736,0.6538,0.0288,0.0292,-0.2798,0.2809,0.4383,0.3566,0.5532,0.243,0.2016,-0.238,0.3487,0.3025,0.1358
angry,sad,A1,BK,0.3736,0.6538,0.7964,0.795,-0.2816,0.3154,0.3692,0.3566,0.5532,0.6488,0.738,-0.1074,0.4356,0.1288,0.2404
angry,safety,A1,BK,0.3736,0.6538,0.223,0.1376,-0.3656,0.2605,0.4791,0.3566,0.5532,0.3688,0.3978,-0.1676,0.4051,0.1898,0.2893
angry,sandstorm,A1,BK,0.3736,0.6538,0.3454,0.3184,-0.3072,0.3219,0.3562,0.3566,0.5532,0.4604,0.4714,-0.1856,0.3978,0.2044,0.1518
angry,sick,A1,BK,0.3736,0.6538,0.4512,0.479,-0.2524,0.36,0.2799,0.3566,0.5532,0.5234,0.5416,-0.1784,0.4017,0.1966,0.0833
angry,tree,A1,BK,0.3736,0.6538,0.0992,0.138,-0.2414,0.3232,0.3536,0.3566,0.5532,0.2184,0.254,-0.161,0.3978,0.2044,0.1492
banana,death,A1,BK,0.0524,0.1832,0.775,0.9468,0.041,0.5462,0.0924,0.1342,0.148,0.7284,0.8658,0.1236,0.6155,0.2309,-0.1385
banana,happy,A1,BK,0.0524,0.1832,0.1012,0.0908,-0.1412,0.3154,0.3692,0.1342,0.148,0.199,0.1658,-0.047,0.4532,0.0936,0.2756
banana,justice,A1,BK,0.0524,0.1832,0.302,0.4356,0.0028,0.5021,0.0042,0.1342,0.148,0.2456,0.309,0.0496,0.5406,0.0813,-0.0771
banana,lightning,A1,BK,0.0524,0.1832,0.3756,0.3808,-0.1256,0.4082,0.1836,0.1342,0.148,0.322,0.3692,0.0334,0.525,0.05,0.1336
banana,mango,A1,BK,0.0524,0.1832,0.0426,0.0498,-0.1236,0.31,0.38,0.1342,0.148,0.118,0.1468,0.015,0.5172,0.0344,0.3456
banana,peace,A1,BK,0.0524,0.1832,0.1886,0.1206,-0.1988,0.2897,0.4206,0.1342,0.148,0.2756,0.2002,-0.0892,0.4219,0.1562,0.2644
banana,peach,A1,BK,0.0524,0.1832,0.0288,0.0292,-0.1304,0.2927,0.4146,0.1342,0.148,0.243,0.2016,-0.0552,0.45,0.1001,0.3145
banana,sad,A1,BK,0.0524,0.1832,0.7964,0.795,-0.1322,0.3735,0.253,0.1342,0.148,0.6488,0.738,0.0754,0.5592,0.1183,0.1347
banana,safety,A1,BK,0.0524,0.1832,0.223,0.1376,-0.2162,0.2877,0.4246,0.1342,0.148,0.3688,0.3978,0.0152,0.511,0.022,0.4026
banana,sandstorm,A1,BK,0.0524,0.1832,0.3454,0.3184,-0.1578,0.3798,0.2404,0.1342,0.148,0.4604,0.4714,-0.0028,0.4981,0.0039,0.2365
banana,sick,A1,BK,0.0524,0.1832,0.4512,0.479,-0.103,0.4278,0.1443,0.1342,0.148,0.5234,0.5416,0.0044,0.5031,0.0061,0.1382
banana,tree,A1,BK,0.0524,0.1832,0.0992,0.138,-0.092,0.3864,0.2272,0.1342,0.148,0.2184,0.254,0.0218,0.5192,0.0385,0.1887
death,happy,A1,BK,0.775,0.9468,0.1012,0.0908,-0.1822,0.2859,0.4283,0.7284,0.8658,0.199,0.1658,-0.1706,0.3548,0.2903,0.138
death,justice,A1,BK,0.775,0.9468,0.302,0.4356,-0.0382,0.4721,0.0558,0.7284,0.8658,0.2456,0.309,-0.074,0.445,0.11,-0.0542
death,lightning,A1,BK,0.775,0.9468,0.3756,0.3808,-0.1666,0.3824,0.2352,0.7284,0.8658,0.322,0.3692,-0.0902,0.438,0.124,0.1112
death,mango,A1,BK,0.775,0.9468,0.0426,0.0498,-0.1646,0.2798,0.4403,0.7284,0.8658,0.118,0.1468,-0.1086,0.3964,0.2071,0.2332
death,peace,A1,BK,0.775,0.9468,0.1886,0.1206,-0.2398,0.2652,0.4696,0.7284,0.8658,0.2756,0.2002,-0.2128,0.3368,0.3264,0.1432
death,peach,A1,BK,0.775,0.9468,0.0288,0.0292,-0.1714,0.2652,0.4697,0.7284,0.8658,0.243,0.2016,-0.1788,0.3584,0.2833,0.1864
death,sad,A1,BK,0.775,0.9468,0.7964,0.795,-0.1732,0.3437,0.3125,0.7284,0.8658,0.6488,0.738,-0.0482,0.4653,0.0694,0.2431
death,safety,A1,BK,0.775,0.9468,0.223,0.1376,-0.2572,0.2642,0.4715,0.7284,0.8658,0.3688,0.3978,-0.1084,0.4278,0.1444,0.3271
death,sandstorm,A1,BK,0.775,0.9468,0.3454,0.3184,-0.1988,0.3544,0.2912,0.7284,0.8658,0.4604,0.4714,-0.1264,0.4189,0.1622,0.129
death,sick,A1,BK,0.775,0.9468,0.4512,0.479,-0.144,0.4022,0.1955,0.7284,0.8658,0.5234,0.5416,-0.1192,0.4235,0.15310000000000001,0.0424
death,tree,A1,BK,0.775,0.9468,0.0992,0.138,-0.133,0.3499,0.3001,0.7284,0.8658,0.2184,0.254,-0.1018,0.42,0.16,0.1401
happy,justice,A1,BK,0.1012,0.0908,0.302,0.4356,0.144,0.6113,0.2227,0.199,0.1658,0.2456,0.309,0.0966,0.5739,0.1478,0.0749
happy,lightning,A1,BK,0.1012,0.0908,0.3756,0.3808,0.0156,0.5119,0.0239,0.199,0.1658,0.322,0.3692,0.0804,0.5568,0.1137,-0.0898
happy,mango,A1,BK,0.1012,0.0908,0.0426,0.0498,0.0176,0.5346,0.0692,0.199,0.1658,0.118,0.1468,0.062,0.5629,0.1257,-0.0565
happy,peace,A1,BK,0.1012,0.0908,0.1886,0.1206,-0.0576,0.4303,0.1394,0.199,0.1658,0.2756,0.2002,-0.0422,0.4655,0.069,0.0704
happy,peach,A1,BK,0.1012,0.0908,0.0288,0.0292,0.0108,0.5227,0.0454,0.199,0.1658,0.243,0.2016,-0.0082,0.4931,0.0138,0.0316
happy,sad,A1,BK,0.1012,0.0908,0.7964,0.795,0.009,0.5094,0.0187,0.199,0.1658,0.6488,0.738,0.1224,0.59,0.18,-0.1613
happy,safety,A1,BK,0.1012,0.0908,0.223,0.1376,-0.075,0.4169,0.1661,0.199,0.1658,0.3688,0.3978,0.0622,0.5426,0.0853,0.0808
happy,sandstorm,A1,BK,0.1012,0.0908,0.3454,0.3184,-0.0166,0.4866,0.0268,0.199,0.1658,0.4604,0.4714,0.0442,0.5292,0.0584,-0.0316
happy,sick,A1,BK,0.1012,0.0908,0.4512,0.479,0.0382,0.5278,0.0556,0.199,0.1658,0.5234,0.5416,0.0514,0.534,0.0679,-0.0123
happy,tree,A1,BK,0.1012,0.0908,0.0992,0.138,0.0492,0.5689,0.1377,0.199,0.1658,0.2184,0.254,0.0688,0.5562,0.1124,0.0253
justice,lightning,A1,BK,0.302,0.4356,0.3756,0.3808,-0.1284,0.4254,0.1493,0.2456,0.309,0.322,0.3692,-0.0162,0.4897,0.0206,0.1287
justice,mango,A1,BK,0.302,0.4356,0.0426,0.0498,-0.1264,0.3972,0.2057,0.2456,0.309,0.118,0.1468,-0.0346,0.4712,0.0575,0.1482
justice,peace,A1,BK,0.302,0.4356,0.1886,0.1206,-0.2016,0.3568,0.2865,0.2456,0.309,0.2756,0.2002,-0.1388,0.4022,0.1956,0.0909
justice,peach,A1,BK,0.302,0.4356,0.0288,0.0292,-0.1332,0.3906,0.2188,0.2456,0.309,0.243,0.2016,-0.1048,0.4244,0.1513,0.0675
justice,sad,A1,BK,0.302,0.4356,0.7964,0.795,-0.135,0.4086,0.1829,0.2456,0.309,0.6488,0.738,0.0258,0.517,0.034,0.1489
justice,safety,A1,BK,0.302,0.4356,0.223,0.1376,-0.219,0.3498,0.3005,0.2456,0.309,0.3688,0.3978,-0.0344,0.4787,0.0426,0.2579
justice,sandstorm,A1,BK,0.302,0.4356,0.3454,0.3184,-0.1606,0.4042,0.1915,0.2456,0.309,0.4604,0.4714,-0.0524,0.4685,0.0629,0.1286
justice,sick,A1,BK,0.302,0.4356,0.4512,0.479,-0.1058,0.4402,0.1197,0.2456,0.309,0.5234,0.5416,-0.0452,0.4728,0.0543,0.0654
justice,tree,A1,BK,0.302,0.4356,0.0992,0.138,-0.0948,0.4282,0.1436,0.2456,0.309,0.2184,0.254,-0.0278,0.4802,0.0396,0.104
lightning,mango,A1,BK,0.3756,0.3808,0.0426,0.0498,0.002,0.5016,0.0032,0.322,0.3692,0.118,0.1468,-0.0184,0.4861,0.0279,-0.0247
lightning,peace,A1,BK,0.3756,0.3808,0.1886,0.1206,-0.0732,0.448,0.1039,0.322,0.3692,0.2756,0.2002,-0.1226,0.4192,0.1615,-0.0576
lightning,peach,A1,BK,0.3756,0.3808,0.0288,0.0292,-0.0048,0.4961,0.0078,0.322,0.3692,0.243,0.2016,-0.0886,0.4404,0.1192,-0.1114
lightning,sad,A1,BK,0.3756,0.3808,0.7964,0.795,-0.0066,0.4956,0.0089,0.322,0.3692,0.6488,0.738,0.042,0.526,0.0521,-0.0432
lightning,safety,A1,BK,0.3756,0.3808,0.223,0.1376,-0.0906,0.4377,0.1245,0.322,0.3692,0.3688,0.3978,-0.0182,0.4893,0.0214,0.1031
lightning,sandstorm,A1,BK,0.3756,0.3808,0.3454,0.3184,-0.0322,0.4809,0.0382,0.322,0.3692,0.4604,0.4714,-0.0362,0.4793,0.0413,-0.0031
lightning,sick,A1,BK,0.3756,0.3808,0.4512,0.479,0.0226,0.5127,0.0253,0.322,0.3692,0.5234,0.5416,-0.029,0.4834,0.0331,-0.0078
lightning,tree,A1,BK,0.3756,0.3808,0.0992,0.138,0.0336,0.525,0.05,0.322,0.3692,0.2184,0.254,-0.0116,0.4923,0.0154,0.0346
mango,peace,A1,BK,0.0426,0.0498,0.1886,0.1206,-0.0752,0.3972,0.2055,0.118,0.1468,0.2756,0.2002,-0.1042,0.4076,0.1848,0.0207
mango,peach,A1,BK,0.0426,0.0498,0.0288,0.0292,-0.0068,0.4751,0.0498,0.118,0.1468,0.243,0.2016,-0.0702,0.4354,0.1292,-0.0794
mango,sad,A1,BK,0.0426,0.0498,0.7964,0.795,-0.0086,0.4902,0.0196,0.118,0.1468,0.6488,0.738,0.0604,0.548,0.0961,-0.0765
mango,safety,A1,BK,0.0426,0.0498,0.223,0.1376,-0.0926,0.3869,0.2263,0.118,0.1468,0.3688,0.3978,2e-4,0.5001,3e-4,0.226
mango,sandstorm,A1,BK,0.0426,0.0498,0.3454,0.3184,-0.0342,0.471,0.058,0.118,0.1468,0.4604,0.4714,-0.0178,0.4875,0.0249,0.0331
mango,sick,A1,BK,0.0426,0.0498,0.4512,0.479,0.0206,0.5157,0.0313,0.118,0.1468,0.5234,0.5416,-0.0106,0.4926,0.0148,0.0165
mango,tree,A1,BK,0.0426,0.0498,0.0992,0.138,0.0316,0.553,0.106,0.118,0.1468,0.2184,0.254,0.0068,0.5061,0.0122,0.0938
peace,peach,A1,BK,0.1886,0.1206,0.0288,0.0292,0.0684,0.5965,0.1931,0.2756,0.2002,0.243,0.2016,0.034,0.5261,0.0521,0.141
peace,sad,A1,BK,0.1886,0.1206,0.7964,0.795,0.0666,0.5609,0.1217,0.2756,0.2002,0.6488,0.738,0.1646,0.612,0.224,-0.1023
peace,safety,A1,BK,0.1886,0.1206,0.223,0.1376,-0.0174,0.4832,0.0336,0.2756,0.2002,0.3688,0.3978,0.1044,0.567,0.134,-0.1004
peace,sandstorm,A1,BK,0.1886,0.1206,0.3454,0.3184,0.041,0.5305,0.061,0.2756,0.2002,0.4604,0.4714,0.0864,0.5537,0.1075,-0.0465
peace,sick,A1,BK,0.1886,0.1206,0.4512,0.479,0.0958,0.5651,0.1301,0.2756,0.2002,0.5234,0.5416,0.0936,0.5582,0.1163,0.0138
peace,tree,A1,BK,0.1886,0.1206,0.0992,0.138,0.1068,0.6198,0.2395,0.2756,0.2002,0.2184,0.254,0.111,0.5828,0.1655,0.074
peach,sad,A1,BK,0.0288,0.0292,0.7964,0.795,-0.0018,0.4979,0.0042,0.243,0.2016,0.6488,0.738,0.1306,0.591,0.182,-0.1778
peach,safety,A1,BK,0.0288,0.0292,0.223,0.1376,-0.0858,0.3924,0.2152,0.243,0.2016,0.3688,0.3978,0.0704,0.5461,0.0921,0.1231
peach,sandstorm,A1,BK,0.0288,0.0292,0.3454,0.3184,-0.0274,0.4765,0.047,0.243,0.2016,0.4604,0.4714,0.0524,0.5332,0.0663,-0.0193
peach,sick,A1,BK,0.0288,0.0292,0.4512,0.479,0.0274,0.521,0.042,0.243,0.2016,0.5234,0.5416,0.0596,0.5377,0.0754,-0.0334
peach,tree,A1,BK,0.0288,0.0292,0.0992,0.138,0.0384,0.5673,0.1347,0.243,0.2016,0.2184,0.254,0.077,0.5589,0.1179,0.0168
sad,safety,A1,BK,0.7964,0.795,0.223,0.1376,-0.084,0.4272,0.1456,0.6488,0.738,0.3688,0.3978,-0.0602,0.4636,0.0728,0.0728
sad,sandstorm,A1,BK,0.7964,0.795,0.3454,0.3184,-0.0256,0.4821,0.0357,0.6488,0.738,0.4604,0.4714,-0.0782,0.4541,0.0917,-0.056
sad,sick,A1,BK,0.7964,0.795,0.4512,0.479,0.0292,0.5189,0.0377,0.6488,0.738,0.5234,0.5416,-0.071,0.4583,0.0833,-0.0456
sad,tree,A1,BK,0.7964,0.795,0.0992,0.138,0.0402,0.5398,0.0795,0.6488,0.738,0.2184,0.254,-0.0536,0.463,0.0739,0.0056
safety,sandstorm,A1,BK,0.223,0.1376,0.3454,0.3184,0.0584,0.5419,0.0839,0.3688,0.3978,0.4604,0.4714,-0.018,0.4899,0.0201,0.0638
safety,sick,A1,BK,0.223,0.1376,0.4512,0.479,0.1132,0.5746,0.1492,0.3688,0.3978,0.5234,0.5416,-0.0108,0.494,0.0121,0.1371
safety,tree,A1,BK,0.223,0.1376,0.0992,0.138,0.1242,0.6286,0.2573,0.3688,0.3978,0.2184,0.254,0.0066,0.5043,0.0085,0.2488
sandstorm,sick,A1,BK,0.3454,0.3184,0.4512,0.479,0.0548,0.5315,0.0631,0.4604,0.4714,0.5234,0.5416,0.0072,0.5039,0.0079,0.0552
sandstorm,tree,A1,BK,0.3454,0.3184,0.0992,0.138,0.0658,0.5513,0.1027,0.4604,0.4714,0.2184,0.254,0.0246,0.5154,0.0307,0.072
sick,tree,A1,BK,0.4512,0.479,0.0992,0.138,0.011,0.5078,0.0156,0.5234,0.5416,0.2184,0.254,0.0174,0.5109,0.0217,-0.0061
angry,banana,A1,DB,0.3736,0.1306,0.0524,0.0426,0.2332,0.7231,0.4462,0.3566,0.21,0.1342,0.1018,0.1142,0.5961,0.1922,0.254
angry,death,A1,DB,0.3736,0.1306,0.775,0.2328,-0.2992,0.2862,0.4276,0.3566,0.21,0.7284,0.1568,-0.425,0.2172,0.5656,-0.138
angry,happy,A1,DB,0.3736,0.1306,0.1012,0.3926,0.5344,0.8408,0.6815,0.3566,0.21,0.199,0.4474,0.395,0.7448,0.4896,0.1919
angry,justice,A1,DB,0.3736,0.1306,0.302,0.4366,0.3776,0.7318,0.4636,0.3566,0.21,0.2456,0.3148,0.2158,0.6428,0.2855,0.1781
angry,lightning,A1,DB,0.3736,0.1306,0.3756,0.1768,0.0442,0.5316,0.0632,0.3566,0.21,0.322,0.3332,0.1578,0.6006,0.2013,-0.1381
angry,mango,A1,DB,0.3736,0.1306,0.0426,0.046,0.2464,0.735,0.47,0.3566,0.21,0.118,0.237,0.2656,0.6963,0.3926,0.0774
angry,peace,A1,DB,0.3736,0.1306,0.1886,0.5406,0.595,0.8498,0.6996,0.3566,0.21,0.2756,0.2616,0.1326,0.5899,0.1799,0.5197
angry,peach,A1,DB,0.3736,0.1306,0.0288,0.051,0.2652,0.7511,0.5023,0.3566,0.21,0.243,0.2244,0.128,0.5907,0.1813,0.321
angry,sad,A1,DB,0.3736,0.1306,0.7964,0.5434,-0.01,0.4931,0.0138,0.3566,0.21,0.6488,0.225,-0.2772,0.32,0.3601,-0.3463
angry,safety,A1,DB,0.3736,0.1306,0.223,0.4336,0.4536,0.7812,0.5624,0.3566,0.21,0.3688,0.3774,0.1552,0.5958,0.1916,0.3708
angry,sandstorm,A1,DB,0.3736,0.1306,0.3454,0.078,-0.0244,0.4812,0.0376,0.3566,0.21,0.4604,0.1752,-0.1386,0.4076,0.1848,-0.1472
angry,sick,A1,DB,0.3736,0.1306,0.4512,0.202,-0.0062,0.4957,0.0085,0.3566,0.21,0.5234,0.2758,-0.101,0.4361,0.1278,-0.1193
angry,tree,A1,DB,0.3736,0.1306,0.0992,0.1272,0.271,0.7329,0.4658,0.3566,0.21,0.2184,0.1824,0.1106,0.5822,0.1643,0.3015
banana,death,A1,DB,0.0524,0.0426,0.775,0.2328,-0.5324,0.08,0.84,0.1342,0.1018,0.7284,0.1568,-0.5392,0.0952,0.8096,0.0304
banana,happy,A1,DB,0.0524,0.0426,0.1012,0.3926,0.3012,0.7819,0.5637,0.1342,0.1018,0.199,0.4474,0.2808,0.7191,0.4382,0.1255
banana,justice,A1,DB,0.0524,0.0426,0.302,0.4366,0.1444,0.6169,0.2339,0.1342,0.1018,0.2456,0.3148,0.1016,0.5854,0.1707,0.0632
banana,lightning,A1,DB,0.0524,0.0426,0.3756,0.1768,-0.189,0.325,0.3499,0.1342,0.1018,0.322,0.3332,0.0436,0.5343,0.0686,0.2813
banana,mango,A1,DB,0.0524,0.0426,0.0426,0.046,0.0132,0.5407,0.0814,0.1342,0.1018,0.118,0.237,0.1514,0.6564,0.3129,-0.2315
banana,peace,A1,DB,0.0524,0.0426,0.1886,0.5406,0.3618,0.795,0.59,0.1342,0.1018,0.2756,0.2616,0.0184,0.5159,0.0317,0.5583
banana,peach,A1,DB,0.0524,0.0426,0.0288,0.051,0.032,0.6009,0.2017,0.1342,0.1018,0.243,0.2244,0.0138,0.5128,0.0255,0.1762
banana,sad,A1,DB,0.0524,0.0426,0.7964,0.5434,-0.2432,0.2927,0.4146,0.1342,0.1018,0.6488,0.225,-0.3914,0.2047,0.5906,-0.176
banana,safety,A1,DB,0.0524,0.0426,0.223,0.4336,0.2204,0.6872,0.3743,0.1342,0.1018,0.3688,0.3774,0.041,0.5307,0.0614,0.3129
banana,sandstorm,A1,DB,0.0524,0.0426,0.3454,0.078,-0.2576,0.238,0.5241,0.1342,0.1018,0.4604,0.1752,-0.2528,0.2973,0.4053,0.1188
banana,sick,A1,DB,0.0524,0.0426,0.4512,0.202,-0.2394,0.2951,0.4098,0.1342,0.1018,0.5234,0.2758,-0.2152,0.3388,0.3224,0.0874
banana,tree,A1,DB,0.0524,0.0426,0.0992,0.1272,0.0378,0.5653,0.1307,0.1342,0.1018,0.2184,0.1824,-0.0036,0.4964,0.0072,0.1235
death,happy,A1,DB,0.775,0.2328,0.1012,0.3926,0.8336,0.9439,0.8878,0.7284,0.1568,0.199,0.4474,0.82,0.9298,0.8596,0.0282
death,justice,A1,DB,0.775,0.2328,0.302,0.4366,0.6768,0.8699,0.7398,0.7284,0.1568,0.2456,0.3148,0.6408,0.8801,0.7603,-0.0205
death,lightning,A1,DB,0.775,0.2328,0.3756,0.1768,0.3434,0.7349,0.4698,0.7284,0.1568,0.322,0.3332,0.5828,0.8441,0.6882,-0.2184
death,mango,A1,DB,0.775,0.2328,0.0426,0.046,0.5456,0.9259,0.8518,0.7284,0.1568,0.118,0.237,0.6906,0.9312,0.8623,-0.0105
death,peace,A1,DB,0.775,0.2328,0.1886,0.5406,0.8942,0.9434,0.8869,0.7284,0.1568,0.2756,0.2616,0.5576,0.8501,0.7003,0.1866
death,peach,A1,DB,0.775,0.2328,0.0288,0.051,0.5644,0.9333,0.8666,0.7284,0.1568,0.243,0.2244,0.553,0.8605,0.721,0.1456
death,sad,A1,DB,0.775,0.2328,0.7964,0.5434,0.2892,0.6942,0.3883,0.7284,0.1568,0.6488,0.225,0.1478,0.6063,0.2126,0.1757
death,safety,A1,DB,0.775,0.2328,0.223,0.4336,0.7528,0.905,0.8101,0.7284,0.1568,0.3688,0.3774,0.5802,0.8336,0.6673,0.1428
death,sandstorm,A1,DB,0.775,0.2328,0.3454,0.078,0.2748,0.7064,0.4127,0.7284,0.1568,0.4604,0.1752,0.2864,0.6992,0.3984,0.0143
death,sick,A1,DB,0.775,0.2328,0.4512,0.202,0.293,0.6968,0.3937,0.7284,0.1568,0.5234,0.2758,0.324,0.7099,0.4199,-0.0262
death,tree,A1,DB,0.775,0.2328,0.0992,0.1272,0.5702,0.9114,0.8228,0.7284,0.1568,0.2184,0.1824,0.5356,0.8662,0.7324,0.0904
happy,justice,A1,DB,0.1012,0.3926,0.302,0.4366,-0.1568,0.398,0.2041,0.199,0.4474,0.2456,0.3148,-0.1792,0.3829,0.2343,-0.0302
happy,lightning,A1,DB,0.1012,0.3926,0.3756,0.1768,-0.4902,0.1875,0.6249,0.199,0.4474,0.322,0.3332,-0.2372,0.3532,0.2935,0.3314
happy,mango,A1,DB,0.1012,0.3926,0.0426,0.046,-0.288,0.2274,0.5451,0.199,0.4474,0.118,0.237,-0.1294,0.4036,0.1928,0.3523
happy,peace,A1,DB,0.1012,0.3926,0.1886,0.5406,0.0606,0.5424,0.0847,0.199,0.4474,0.2756,0.2616,-0.2624,0.3295,0.3409,-0.2562
happy,peach,A1,DB,0.1012,0.3926,0.0288,0.051,-0.2692,0.2417,0.5166,0.199,0.4474,0.243,0.2244,-0.267,0.3199,0.3602,0.1564
happy,sad,A1,DB,0.1012,0.3926,0.7964,0.5434,-0.5444,0.1719,0.6563,0.199,0.4474,0.6488,0.225,-0.6722,0.1329,0.7342,-0.0779
happy,safety,A1,DB,0.1012,0.3926,0.223,0.4336,-0.0808,0.4446,0.1109,0.199,0.4474,0.3688,0.3774,-0.2398,0.3562,0.2875,-0.1766
happy,sandstorm,A1,DB,0.1012,0.3926,0.3454,0.078,-0.5588,0.1377,0.7247,0.199,0.4474,0.4604,0.1752,-0.5336,0.1887,0.6226,0.1021
happy,sick,A1,DB,0.1012,0.3926,0.4512,0.202,-0.5406,0.1731,0.6538,0.199,0.4474,0.5234,0.2758,-0.496,0.2186,0.5627,0.0911
happy,tree,A1,DB,0.1012,0.3926,0.0992,0.1272,-0.2634,0.2699,0.4601,0.199,0.4474,0.2184,0.1824,-0.2844,0.3012,0.3976,0.0625
justice,lightning,A1,DB,0.302,0.4366,0.3756,0.1768,-0.3334,0.297,0.4059,0.2456,0.3148,0.322,0.3332,-0.058,0.4627,0.0745,0.3314
justice,mango,A1,DB,0.302,0.4366,0.0426,0.046,-0.1312,0.3932,0.2135,0.2456,0.3148,0.118,0.237,0.0498,0.5383,0.0765,0.137
justice,peace,A1,DB,0.302,0.4366,0.1886,0.5406,0.2174,0.6328,0.2656,0.2456,0.3148,0.2756,0.2616,-0.0832,0.4434,0.1132,0.1524
